,url,comment
2006.06.01. 오후 10:35,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=015&aid=0000899352,[]
2006.06.01. 오후 9:42,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=011&aid=0000134984,[]
2006.06.01. 오후 9:35,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=005&aid=0000246957,[]
2006.06.01. 오후 9:00,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=143&aid=0000028608,[]
2006.06.01. 오후 8:36,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=032&aid=0000179370,[]
2006.06.01. 오후 7:45,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=022&aid=0000165498,[]
2006.06.01. 오후 7:36,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=022&aid=0000165490,[]
2006.06.01. 오후 7:36,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=028&aid=0000157985,[]
2006.06.01. 오후 6:51,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=032&aid=0000179418,[]
2006.06.01. 오후 6:24,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=032&aid=0000179408,"['""2010년쯤 되면.. 아줌마들에 의해서..\\r\\n강북 아파트 가격은 100억 원대..\\r\\n강남은 200억원대..\\r\\n\\r\\n정상적인 봉급으로는 절대로 집을 못구입하기 때문에 \\r\\n정부에서 서민들에게 도둑질 해서 집마련하라고 공식적으로 인정..\\r\\n\\r\\n이런 날이 반드시 온다..""', '""우리의 현주소 법조인 기자 기타 부패 공무원보다 더 질낮은 국민도 많습니다.\\r\\n님비 부녀회 가격 답합 토지 알박기 그외 자녀 유학보내고 병역회피 등등\\r\\n자신의 이익엔 목숨걸고 이익이 되는곳엔 끼여드는 일부 시민단체 노동자를 위한다는 명분으로 배불리고 비리 저지르는 노조간부들..짧은 민주주의 탓도 있지만 보다 성숙해져야 할듯 합니다.""', '""이러니 열린당의 완패는 당연하지.. 지금 온 국민들이 집값에 눈이 뒤집혔는데 집값 떨어 뜨릴 궁리만\\r\\n했으니...   \\r\\n\\r\\n- 지금 우리나라 사람들 모두가 집값이 많이 올랐다는 것은 인정한다.\\r\\n- 또 앞으로는 지금까지 처럼 많이 오를 수 없다는 것도 인장한다.\\r\\n- 따라서 자기는 현재의 오른 가격으로 팔고, 집값이 팍(?) 떨어져서\\r\\n  떨어 진 값에 다시 사겠다는 생각이다.""', '""심보가...고약하넹... 집값 비싸게 받을려면, 자기들이 살 때도 비싸진다는 것을 왜 모르나...나참...자기들은 살때, 싸게 사야하고, 팔때는 비싸게... 이런게 어디있냐... 무슨 도독넘심보에다, 무뇌들이구먼...""', '""자식들이 공부하라는 말에 반항하듯 부동산도.. 지금 부동산 돌아가는 꼴을 보면 가관입니다.\\r\\n\\r\\n부동산 버블 막기위해 안간힘을 쓰는 정부에 대해 반정부 개거품, \\r\\n값 내리면 또 정부탓.\\r\\n그렇다고 가만 놔두면 무능 어쩌고 저쩌고 하면서 또 정부탓.\\r\\n\\r\\n마치, 못난 자식이 \\r\\n부모가 공부시켜줄 때에는 하기싫다고 반항하면서,\\r\\n나중에 공부안해서 힘들게 살때는 또 부모원망하는 것과 같군요.\\r\\n\\r\\n대부분의 자식들이...\\r\\n부모가 열심히 공부하라는 말의 뜻을 헤아리지 못하고 나중에 가서야 \\r\\n열심히 공부할걸 하고 후회하듯...\\r\\n부동산도 그렇게 될 것 같습니다...아니 그렇게 되겠지요...\\r\\n그리고 이젠 어제 선거결과를 보고 나도 화가 머리끝까지 나서...\\r\\n이젠 차라리 빨리 그렇게 온국민이 후회하게 되길 바라고 있습니다.\\r\\n\\r\\n꼭 엄청난 대가를 치르고서야 정신을 차리는(그것도 몇년 못가겠지만)...\\r\\n\\r\\n공부하기 싫어하는 자식 때려서라도 공부시켜 성공시키려는 부모마음...\\r\\n엄청난 대가를 치르기 전에 버블을 해소해 보려는 정부의 의지...\\r\\n(물론 아직 정부의 의지가 많이 모자란 것 사실입니다만 비유적으로  ^^)\\r\\n\\r\\n이 두가지 모두 나쁜 소리 들을 가능성이 매우 높은 악역이지만,\\r\\n당장 싫다고 해서 없어져버리길 바라는 사람들의 생각은 \\r\\n정말 아니라고 봅니다.\\r\\n\\r\\n악역이야말로 정말 필요한 존재이자 소중한 존재입니다.\\r\\n맘대로 다하라고 놔두는 부모보다 나에게 이래라 저래라 귀찮게 하는 부모님이 더 소중한 존재라는 사실...을 되새기면서,\\r\\n한번쯤은(특히 무조건 정부를 비난만 하는 사람들은) 부동산 정책에 대해서도 과연 무엇이 옳은 것인지 심사숙고해 보았으면 합니다.""', '""부천 중동 우리 아파트..... 우리 아파트는 엘리베이터에 일산 평촌 분당 가격비교 해놓고...\\r\\n1200만원 이하로는 절대 팔지 말라고 써있음.....\\r\\n뭐 우리아파트 값 오르면 좋지만 이제 집 장만할 젊은 사람들은 어떻게 하나......정치는 한나라당이 다해먹고  집값은 아줌마들이 다 해먹고\\r\\n나는 가벼운 월급봉투에 한숨쉬고...휴......""', '""재산권행사는 공공복리에 이바지해야한다.-헌법 민법도 소유권은 법률의 범위내에서 내용을 갖고 행사가능하다고 분명히 밝히고 있지요.   그걸 떠나서 아파트를 무기로 부녀회가 설치고 카페를 만들어서 호가담합을 하는 행위.. 곧 해외토픽에 실릴것입니다.  한마디로 가관이네요. 가관""', '""집값 잡아야된다는거 다들 동의하면서.. 집값 잡기위해 열심인 당은 어제 왜그렇게 망가뜨려놨대...?\\r\\n도저히 이해안간다...ㅉㅉㅉ""', '""중개업자는 환영한다!!! 당연히 진작 그래야 했지요!!!\\r\\n아파트 동호회 게시판을 통한 담합등도 철저히 가려 내서 관련자를 처벌 하여야 합니다!!!""', '""원가에 맞게 아파트 공급하고 특히 수도권 지역에 계속 꾸준히 싼값에 공급하고, 재산세, 종부세 기준을 공시지가에서 호가평균으로 기준잡아서 세금 때려주면 알아서 수그러 듭니다요~""', '""공시 지가 팍팍 100% 올려라.... 아파트 오른 만큼 세금 팍팍 매겨라..그러면 된다.....공시지가 팍팍 올리고 종부세 팍팍 올려라...............""', '""집값 담합 하게 놔두세요.... 집값 오른 만큼 세금 폭탄 때리면 지들이 알아서 내닐껄......\\r\\n오른 만큼 세금 폭탄 맞아 봐라....그래야....잘못 된걸 알지...\\r\\n아줌마들 조심해...ㅎㅎㅎ""', '""배꼽이 웃는다. 이런인간들이 다른 부정을 보면 세상이 시끄럽겠지.\\r\\n사회 지도층에 있는 고관이 아니라서 큰큰큰 다행이다.\\r\\n국민들까지 이러니 정말 환멸을 느낀다.입산하고 싶다.""', '""부천지역 부녀회 도장은 안찍혔지만 공공연하게 엘리베이터에 붙여놨더군요. 다른 광고 부착물은 바로 떼어버리면서 몇주째 가만 놔둔걸 보면 암묵적으로 부녀회 동의를 거친것이라 봐도 될듯 합니다. 네이버 카페를 만들었더군요. bucheonunion 이라던가... 으휴..""', '""걱정마세요. 단순한 진리 있잖아요. 모든 가격은 정상가격으로 돌아 오게 마련입니다.\\r\\n지금 집사는 건 미친 짓이라고 개인적으로 생각합니다. 두고 보세요. \\r\\n다시 한번 강조하지만 모든 건 순리대로 하는게 맞습니다.   칼(부동산)로 흥한자는 칼로 망한다는 진리를 잊지마세요. 계속 오를 것 같죠? 그때가 고점이라는 건 시간이 지나고 나면 알지요......""', '""상동도 담합중... 자연상승은 이해하지만.. 자연상승이야 이해 하지만..\\r\\n담합은 문제가 됨.\\r\\n상동도 유행따라잡기중임댜.\\r\\n집은 투자가 아니라.. 나와 가족이 살아갈 터전일뿐..\\r\\n금리나 인상해서.. 집값 거품빠지고\\r\\n저축하는 습관 길러야 할끈데...""', '""여기 가 보세요. 이렇게해야 집값이 오릅니다. http://cafe.naver.com/ichon1dong.cafe""', '""내 재산을 우리힘으로 지킨다는데 죄냐.... 죄를 묻기전에 원인제공자 노거시기부터 죄값을 치뤄야 할것이다.........잘못되면 꼭 남의 탓으로  돌리는 아주 못된 근성부터 고쳐야 할것이다......""', '""괜찮다 쫄지 말아라 국민이  인정 해줬는데 뭘그리 쫄 필요 있나 한 20억이하로는 내 놓지 말아라""', '""집값을 잡을려면.. 싼값에 주택을 많이 특히 좀 넉넉한 평수로 4인가족이 살려면 그래도 방이4개는되게 뭐 이렇게 많이 공급이 되어야 하는데, 작은평수는 많아도 큰평수가 절대적으로 부족한 실정이다. 의무적으로 작은평수 짓도록한 법은 누가 만든건지, 좀 크게, 그리고 싸게 공급하면 않되남.""', '""우리아파트 부녀회도 좀 잡아가세요 반상회때 노골적으로 평당가를 정해 줬어요\\r\\n반상회 안나오면 벌금 5000원씩 메기더니\\r\\n나가니까 저딴 아파트 올리기 반상회나 하고..\\r\\n반상회 제발 없애 주세요.\\r\\n값 올릴라고 아파트 이름 까지 바꾸고 ㅠㅠ\\r\\n코오롱에서 하늘채로..\\r\\n나는 전세 사는데 어쩌라고?""', '""우리동네... 우리동네 아파트에서는 플랜카드걸었드만\\r\\n\\""평당 1,100~1,300 이라고\\"" 이것도 담합아니가""', '""왜 남의 사유재산 갖고 왜 왈가 왈부하나 개인재산을 국가가 강제적으로 통제하는건 자본주의 사회에서는 있서서는 안될일이고 사회주의 나라나 통하는거다 그러니까 이번 지방선거에서 참패했지""', '""부녀회, 반상회, 인터넷 까페 등에도 철퇴를 내려야지 효과가 있지 풍선효과를 가만두면 \\r\\n이 정책 실패할거다""', '""미쳐 OOO하네... 이러다 집값내리면 나라탓 정부탓 하겠지.. ㅡ,.ㅡ""', '""강남 부자집마나님들이 과태료 몇푼에 큰코 는 무슨 큰코...\\r\\n자기들끼리 은밀히 담합하는데 그걸 잡을수 있나?\\r\\n잡힌다고 순수하게 부나..\\r\\n과태료 매긴다고 몇푼 매기는데?????""', '""조금만 참으면 됩니다. 이제 한나라당 세상인데 현정권이  그런다고 그게 계속 되겠어요?     조금만  버티세요. 부녀회 아줌마들. 곧 한나라당이 해결해줍니다. 홧팅!!!""', '""어디가 시험타로 뚜드려 맞을까?? 시범케이스는 어떤 경우에나 있는법~\\r\\n\\r\\n한번 걸려봐아~~~~~~~~""', '""정작 팔고 싶을땐 내려야 하잖아;; 무신 기업도 아니고;; 치사허게 답합이냐,..-_-\\r\\n전국이 안하는 이상 아줌마들끼리 하면 아무 소용 없어요;;""', '""찌질이들 담합하네.. 지살 아파트 값올려서 머 어쩐다구... 살기좋게 가꾸고 그냥 살면되는것이지...\\r\\n\\r\\n담합해서 좀더 좋을일을 하던가...살기좋은 동내를 만든다거나..\\r\\n미화를 확실하게 한다거나.... 범죄근절을 위해 애쓴다거나......\\r\\n\\r\\n그러면 당연히 시세란게 오르는것이지..\\r\\n자기밖에 모르는 이기주의자들...\\r\\n누워서 돈벌라고하는 배짱이들....\\r\\n\\r\\n다 빵 가서 고생좀 해봐야하는데.""']"
2006.06.01. 오후 6:17,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=015&aid=0000899225,[]
2006.06.01. 오후 6:16,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=015&aid=0000899240,[]
2006.06.01. 오후 6:15,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=015&aid=0000899239,[]
2006.06.01. 오후 6:15,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=015&aid=0000899236,[]
2006.06.01. 오후 6:14,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=015&aid=0000899242,[]
2006.06.01. 오후 6:14,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=015&aid=0000899238,[]
