,url,comment
2006.05.01. 오후 11:51,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=014&aid=0000222815,[]
2006.05.01. 오후 11:51,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=014&aid=0000222813,[]
2006.05.01. 오후 11:28,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=047&aid=0000080853,"['""의식주는 안사면 그만이란 논리가 왠말 돈없으면 밥 안먹고 말지, 옷 안입고 말지 이게 말이 안되는것 처럼 의식주에 해당하는 집은 안살수가 없는 필수적인 것이며 제한된 토지와 공간으로 제로점 게임을 해야 하는 것이죠. ""', '""상품이 비싸면.. 안사면 그만. 비싸도 서로 살려고 하니 점점 더 비싸지는거 아닌가.""']"
2006.05.01. 오후 8:51,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=014&aid=0000222745,[]
2006.05.01. 오후 8:33,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=014&aid=0000222743,[]
2006.05.01. 오후 8:33,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=014&aid=0000222742,[]
2006.05.01. 오후 8:33,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=014&aid=0000222739,[]
2006.05.01. 오후 8:33,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=014&aid=0000222737,[]
2006.05.01. 오후 8:33,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=014&aid=0000222735,[]
2006.05.01. 오후 8:33,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=014&aid=0000222732,[]
2006.05.01. 오후 8:12,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=014&aid=0000222638,[]
2006.05.01. 오후 7:57,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=028&aid=0000154334,[]
2006.05.01. 오후 7:45,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=028&aid=0000154324,[]
2006.05.01. 오후 7:36,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=028&aid=0000154313,[]
