,url,comment
2006.07.01. 오후 2:53,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=112&aid=0000042818,[]
2006.07.01. 오후 1:08,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=021&aid=0000155612,[]
2006.07.01. 오후 1:08,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=021&aid=0000155611,"['""담합전의 가격보다 2배 높게 거품이 쌓이네요. 지금 전국 수도권 및 경기도 전지역의 신도시외 지역에서 담합과 가진자들의 이기심이 하늘을 찔러 거품이 하루다르게 치솟고 있는데 정부는 정책의 일관성없이 왔다갔다하면서 결국 완화라니. \\r\\n전국에 1억이하의 주택을 소유한 사람과 무주택자들의 수가 도대체 얼마나 되는지 통계청에서 통계나 제대로 해 주세요.\\r\\n지발, 거품을 빼주세요.일산, 산본,평촌,수지,분당,중동,김포, 용인등 전국이 투기장.\\r\\n대통령은 각성하셔셔 제발 집값을 일관성있게 잡아 주세요.""', '""정부 수준에 맞는 일부 아줌마들의 대책 정부 정책이 안하무인이고, 폭력적이니...\\r\\n\\r\\n집갖은 일부 아줌마들이 저렇게 설쳐 대는 것이다.\\r\\n\\r\\n정부는 목적이 옳은 만큼 수단도 정당하고 누구나 수긍할 수 있는 그런 정책을 펴야 한다.\\r\\n\\r\\n있는 넘들 재산 빼앗아 가격안정 시키겠다고 하면, 반발이 이는 것은 불을 보듯 뻔하지 않는가?\\r\\n\\r\\n반발을 사지 않으면서 부동산 가격을 안정시키고, 무주택 서민들에게 내집만련의 꿈을 심어주는 그런 정책으로 전환하여야 한다.\\r\\n\\r\\n가장 좋은 방법이 공공택지개발확대이다.\\r\\n\\r\\n그곳에 분양되는 아파트 가격을 대폭낮춰, 무주택서민들에게 우선 분양하라. 그러면 문제는 모두 해결 된다.\\r\\n\\r\\n시장원리에도 반하지 않고, 사유재산을 침해하지도 않고, 1주택보유를 장려하는 정책이니 누가 태클을 걸겠는가?\\r\\n\\r\\n일부 몰지각한 아줌마들하고 전쟁을 할 생각 버리고, 모든 국민으로 부터 지지를 받을 수 있는 그런 정책을 펴 주길 기대한다.""', '""지금 주택구입하면 말그대로 투기꾼들. 꾼들의 먹이일수밖에는 없을듯...\\r\\n\\r\\n거품도 거품대로 껴있고 답합으로 인해서 불과 얼마전에도 내놔도 \\r\\n\\r\\n보러오는 사람도 없던곳이 천정부지도 치솟았죠.\\r\\n\\r\\n결론은 막차조심~~!!""', '""대책이 왔다갔다하는사이 거품이 더심해지네. 정부는 계속 왔다갔다 하세요. 서민들은 그 사이 지옥을 왔다갔다 하게 만들고 있는격.""', '""담함이 무슨 권리냐? 담함은 자유경제체제의 모슨을 이용한 사기에 불과하다. 권리 추구라니 말도 안되는~~""', '""찌질이 아줌씨들아... 누가 시장파괴를 일삼는지 모르겠네..\\r\\n담합하여 가격올리기는 분명 불법이고 범죄입니다.\\r\\n만약 전세계 자동차 회사가 담합하여 자동차가격을 올린다거나\\r\\n전세계 식품 업체에서 모든 식품의 가격을 엄청 올린다고 해봅시다.\\r\\n아줌씨들은 어떻게 나오겠습니까?\\r\\n제발 생각좀 하고 삽시다. 혼자 살려 하니 불법도 불법아니라고 우기는...""', '""미친짓거리.. 내가 비싸게 팔고 나도 다른데서 비싸게 사고 뭐하는 짓거린지...""', '""문화일보여 시장파괴인걸 모르고 그러는가 한심하기 짝이없는 기지양반 이걸 기사거리라고 올리느냐 나원\\r\\n자기집아파트가 큰가보네...""', '""대통령이 있긴 있는 나라인가? 노대통령을 대통령이라 생각하는 국민들이 몇명이나 될까? 열린우리당내에서도 인정하지않는 국회의원들도 많이 있을거라 생각한다. 대통령으로서의 가치와 존경은 대통령 본인의 의지가 있어야 하는데 이건 대통령의의지는 없고 오로지 주위의 눈치만보고 스스로의 무능을 인정하는꼴이니 국민이 뭘 기대하고 어떤희망을 가져야 할지 알수없는 노릇이다. 한 예로 부동산정책도 마찬가지 .말을말지 잡겠다고 별의별 정책다 내놔도 가장쉬운방법은 놔두고 도로 거꾸로 된 정책을쓰고있으니 강남의 부자들 노무현 따봉! 정말 대한민국에사는 한사람으로서대통령이 대통령 다웠으면 좋겠다. 그리고 서민경제 살린다는 말말고(서민경제 따로있고 부자경제따로있나)대한민국이 잘살려면 어떻게 할것인지 연구하고 고민좀해 달라 내 사견이지만 공무원 부정부패없으면 우리나라 정말 잘산다.""', '""담합이야말로 포상금을 지급하고 신고체제로 가 날이 갈수록 이기심이 끝이없는 부녀회와 투기꾼들. 거품 투성이의 주택이 신도시를 중심으로 크게 번지고 있는데 완화니, 뭐니 하면서 왔다갔다하는 정부가 한심합니다.""', '""아무리 단합을 해도 분양가 내리면 결국 담합도 건설사가 담합을 하니 부녀회도 정부도 다들 똑 같ㅇㅏ""']"
2006.07.01. 오후 1:08,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=021&aid=0000155610,[]
2006.07.01. 오전 10:31,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=008&aid=0000677315,[]
2006.07.01. 오전 9:50,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=008&aid=0000677311,[]
2006.07.01. 오전 8:40,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=055&aid=0000073569,"['""6억 서민들에게는 상전으로 모셔할 정도로 거리 서민과는 거리가 머네요. 서민의 자식으로 태어나 6억을 살아가면서 모으려면 저승에서나 가능 할련지. OOO 세상. 한마디로 뭐 같네요.""', '""6억 기준을 실거래가로 정해야 한다. 실거래가 기준 1억 2천만원 이하의 서민주택과 무주택자의 수를 헤아려 보세요. 아마 과반수 이상은 훨 넘을꺼 같아요. 결과는 주택 수가 문제라는 겁니다. 공급이 턱없이 부족한 상황? 전세도 없어요. 저렴한 서민 주택을 많이 공급해 주세요.""', '""재산세 인하 양도세도 인하 해야한다 뒤 늦게나마 재새세를 (소폭 아지만) 인하한것을 환영한다 그러나 양도세\\r\\n\\r\\n도 인하 해 야 한다고 생각됩니다 특히 조그만 상가건물을 가지고 계시는\\r\\n\\r\\n분이 (대지 40평 건 130평 1980년 보유) 그 땅을 약 7억 에 팔았을때 양도\\r\\n\\r\\n세만 2억선 임대보증금 약 2억 융자 18.000만원 공제하고 나니 남는게 없\\r\\n\\r\\n어 매매를 꺼리고 있습니다 모든것을 세금으로 잡으려는 것은 잘못 되었\\r\\n\\r\\n다고 봅니다 이렇게 투기 목적이 아닌 장기간 보유 하고 (10년이상 보유)\\r\\n\\r\\n게신분들 한테는\\r\\n\\r\\n법을 개정해서라도 1회에 한하여 3년 안에 팔면 공시지가 로 세금 계산을 \\r\\n\\r\\n해 주어야 한다고 생각 됩니다""', '""세상은 다 그런거지 뭐!! 초지일관 .....\\r\\n\\r\\n소신데로 끌어가는 정치가 있었나?\\r\\n\\r\\n다그런거지 뭐...\\r\\n\\r\\n보유세 ...인크리스 해야 하는 것은 당연한 일인데...\\r\\n\\r\\n불쌍한 나라에 불쌍한 국민들....\\r\\n\\r\\n난 가끔 플라톤의 국가론이 정답이라는 생각이 들어...\\r\\n\\r\\n왜 일까? \\r\\n\\r\\n플라톤 국가론 아는 사람 없나?""', '""가난은 죄다. 가난은 나라님도 구제 못한다는 것을 이번에 새삼 깨닭앗다. 이제 한국의 계층은 6억은 서민 3억은 영세민 1억은 생활 보호 대상자 그이하는 노비 빚진자는 개가 되엇다.""', '""원래 서민주택은 재산세가 얼마안돼.. 세금이 엄청 오르는 것처럼 뻥쳐서 그리된거지..""']"
2006.07.01. 오전 8:27,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=015&aid=0000906033,[]
2006.07.01. 오전 8:01,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=015&aid=0000905976,[]
2006.07.01. 오전 8:00,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=015&aid=0000905975,[]
