,url,comment
2006.08.01. 오후 10:21,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=144&aid=0000022379,[]
2006.08.01. 오후 9:21,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=014&aid=0000237016,[]
2006.08.01. 오후 9:21,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=014&aid=0000237015,"['""왠 뒷북기사여??? 1000만원 넘었다고 기사난지가 반년이 넘은걸루 아는데... 뒷북기사예요?""']"
2006.08.01. 오후 9:12,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=014&aid=0000237012,"['""재산세는 높이고, 취득,등록,거래세는 낮추고. 제산세, 부동산세는 높이고, 취극세, 등록세, 거래세는 낮추는 것. 선진국형 과세 정책이지. 우리나라는 아직도 반대로 되어 있어서 엉망인데, 실질적인 반영이 될 수 있는 수준으로 조정해야, 망국적 부동산 투기도 시들고, 서민들 내집마련도 가능해지지.""']"
2006.08.01. 오후 7:54,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=014&aid=0000236967,[]
2006.08.01. 오후 7:45,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=032&aid=0000186875,[]
2006.08.01. 오후 6:45,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=028&aid=0000165253,[]
2006.08.01. 오후 6:41,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=015&aid=0000911288,"['""32평형에 청약하고 싶은 부금가입자는.... 이제와서 누구를 탓하리오마는. 너무한거 아니오?\\r\\n부금통장은 도대체 어디에 써야 한단말이오.....""']"
2006.08.01. 오후 6:41,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=015&aid=0000911195,[]
2006.08.01. 오후 6:33,https://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=260&oid=028&aid=0000165251,[]
