,date,headline,keyword
0,2018.12.09. 오후 11:13,40년 묵은 종합전문업체 칸막이 없애는 건산법 개정안 국회 통과,"[('40년', 'DATE'), (' ', 'O'), ('묵은', 'O'), (' ', 'O'), ('종합전문업체', 'O'), (' ', 'O'), ('칸막이', 'O'), (' ', 'O'), ('없애는', 'O'), (' ', 'O'), ('건산법', 'CIVILIZATION'), (' ', 'O'), ('개정안', 'O'), (' ', 'O'), ('국회', 'ORGANIZATION'), (' ', 'O'), ('통과', 'O')]"
1,2018.12.09. 오후 10:07,국토부 내년 예산 43조2000억원…당초 안보다 5000억원↑,"[('국토부', 'ORGANIZATION'), (' ', 'O'), ('내년', 'DATE'), (' ', 'O'), ('예산', 'O'), (' ', 'O'), ('43조2000억원', 'QUANTITY'), ('…당초', 'O'), (' ', 'O'), ('안보다', 'O'), (' ', 'O'), ('5000억원', 'QUANTITY'), ('↑', 'O')]"
2,2018.12.09. 오후 9:35, 포니정재단 베트남 국립대 학생 60명에게 장학금 ,"[('포니정재단', 'ORGANIZATION'), (' ', 'O'), ('베트남', 'COUNTRY'), (' ', 'O'), ('국립대', 'ORGANIZATION'), (' ', 'O'), ('학생', 'OCCUPATION'), (' ', 'O'), ('60명', 'QUANTITY'), ('에게', 'O'), (' ', 'O'), ('장학금', 'O')]"
3,2018.12.09. 오후 9:21,1주택 장기보유 권장 신호…그간 정부 대책 ‘엄포용’ 해석도,"[('1주택', 'QUANTITY'), (' ', 'O'), ('장기보유', 'O'), (' ', 'O'), ('권장', 'O'), (' ', 'O'), ('신호…그간', 'O'), (' ', 'O'), ('정부', 'ORGANIZATION'), (' ', 'O'), ('대책', 'O'), (' ', 'O'), ('‘엄포용’', 'O'), (' ', 'O'), ('해석도', 'O')]"
4,2018.12.09. 오후 9:21,‘헬리오시티’ 잡음에 강남 부동산 ‘촉각’,"[('‘', 'O'), ('헬리오시티', 'ARTIFACT'), ('’', 'O'), (' ', 'O'), ('잡음에', 'O'), (' ', 'O'), ('강남', 'LOCATION'), (' ', 'O'), ('부동산', 'O'), (' ', 'O'), ('‘촉각’', 'O')]"
5,2018.12.09. 오후 8:04,KTX 탈선사고 10일 새벽 5시30분 열차 운행 재개,"[('KTX', 'ARTIFACT'), (' ', 'O'), ('탈선사고', 'O'), (' ', 'O'), ('10일', 'DATE'), (' ', 'O'), ('새벽 5시30분', 'TIME'), (' ', 'O'), ('열차', 'ARTIFACT'), (' ', 'O'), ('운행', 'O'), (' ', 'O'), ('재개', 'O')]"
6,2018.12.09. 오후 7:43,탈선 KTX 10량 중 7량 선로서 철거·안착…내일 오전 5시30분 첫 열차,"[('탈선', 'O'), (' ', 'O'), ('KTX', 'ARTIFACT'), (' ', 'O'), ('10량', 'QUANTITY'), (' ', 'O'), ('중', 'O'), (' ', 'O'), ('7량', 'QUANTITY'), (' ', 'O'), ('선로서', 'O'), (' ', 'O'), ('철거·안착…', 'O'), ('내일', 'DATE'), (' ', 'O'), ('오전 5시30분', 'TIME'), (' ', 'O'), ('첫', 'O'), (' ', 'O'), ('열차', 'O')]"
7,2018.12.09. 오후 7:25,전매제한 최장 8년 강화…로또 청약 광풍 막을 수 있나,"[('전매제한', 'O'), (' ', 'O'), ('최장', 'O'), (' ', 'O'), ('8년', 'DATE'), (' ', 'O'), ('강화…로또', 'O'), (' ', 'O'), ('청약', 'O'), (' ', 'O'), ('광풍', 'O'), (' ', 'O'), ('막을', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있나', 'O')]"
8,2018.12.09. 오후 7:19,규제 강화에도… 아파트 분양 ‘역세권’ 인기 여전,"[('규제', 'O'), (' ', 'O'), ('강화에도…', 'O'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('분양', 'O'), (' ', 'O'), ('‘역세권’', 'O'), (' ', 'O'), ('인기', 'O'), (' ', 'O'), ('여전', 'O')]"
9,2018.12.09. 오후 7:13,KTX강릉선 10일 새벽 5시30분 첫 열차부터 정상화…국토부 복구 박차,"[('KTX', 'ARTIFACT'), ('강릉선', 'ARTIFACT'), (' ', 'O'), ('10일', 'DATE'), (' ', 'O'), ('새벽 5시30분', 'TIME'), (' ', 'O'), ('첫', 'O'), (' ', 'O'), ('열차부터', 'O'), (' ', 'O'), ('정상화…', 'O'), ('국토부', 'ORGANIZATION'), (' ', 'O'), ('복구', 'O'), (' ', 'O'), ('박차', 'O')]"
