,date,headline,keyword
0,2012.07.15. 오후 10:18,하반기 수도권 집값 2% 하락... 전세값은 2% 상승,"[('하반기', 'DATE'), (' ', 'O'), ('수도권', 'LOCATION'), (' ', 'O'), ('집값', 'O'), (' ', 'O'), ('2%', 'QUANTITY'), (' ', 'O'), ('하락...', 'O'), (' ', 'O'), ('전세값은', 'O'), (' ', 'O'), ('2%', 'QUANTITY'), (' ', 'O'), ('상승', 'O')]"
1,2012.07.15. 오후 9:50,강남 재건축 아파트값 급락,"[('강남', 'LOCATION'), (' ', 'O'), ('재건축', 'O'), (' ', 'O'), ('아파트값', 'O'), (' ', 'O'), ('급락', 'O')]"
2,2012.07.15. 오후 8:31,강남 재건축값 2008년 금융위기 직후 수준,"[('강남', 'LOCATION'), (' ', 'O'), ('재건축값', 'O'), (' ', 'O'), ('2008년', 'DATE'), (' ', 'O'), ('금융위기 직후', 'DATE'), (' ', 'O'), ('수준', 'O')]"
3,2012.07.15. 오후 8:28,전세값에서 1천만원만 더 얹으면 내 집,"[('전세값에서', 'O'), (' ', 'O'), ('1천만원만', 'QUANTITY'), (' ', 'O'), ('더', 'O'), (' ', 'O'), ('얹으면', 'O'), (' ', 'O'), ('내', 'O'), (' ', 'O'), ('집', 'O')]"
4,2012.07.15. 오후 8:26,재건축 아닌 일반 아파트 가격도 낙폭 커져,"[('재건축', 'O'), (' ', 'O'), ('아닌', 'O'), (' ', 'O'), ('일반', 'O'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('가격도', 'O'), (' ', 'O'), ('낙폭', 'O'), (' ', 'O'), ('커져', 'O')]"
5,2012.07.15. 오후 7:51,서울 강남 재건축 매매가 하락,"[('서울', 'CITY'), (' ', 'O'), ('강남', 'LOCATION'), (' ', 'O'), ('재건축', 'O'), (' ', 'O'), ('매매가', 'O'), (' ', 'O'), ('하락', 'O')]"
6,2012.07.15. 오후 7:23,810월 입주예정 아파트 4만3천 가구,"[('810월', 'DATE'), (' ', 'O'), ('입주예정', 'O'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('4만3천 가구', 'QUANTITY')]"
7,2012.07.15. 오후 7:23,스마트 국토정보 아이폰용 앱 서비스 개시,"[('스마트', 'O'), (' ', 'O'), ('국토정보', 'O'), (' ', 'O'), ('아이폰', 'ARTIFACT'), ('용', 'O'), (' ', 'O'), ('앱', 'O'), (' ', 'O'), ('서비스', 'O'), (' ', 'O'), ('개시', 'O')]"
8,2012.07.15. 오후 7:02,안택수 신보 이사장 1년 재연임,"[('안택수', 'PERSON'), (' ', 'O'), ('신보', 'ORGANIZATION'), (' ', 'O'), ('이사장', 'OCCUPATION'), (' ', 'O'), ('1년', 'DATE'), (' ', 'O'), ('재연임', 'O')]"
9,2012.07.15. 오후 6:33,재건축 면적 다이어트…조합원들 기존 집보다 작아도 좋다 중소형 선택,"[('재건축', 'O'), (' ', 'O'), ('면적', 'O'), (' ', 'O'), ('다이어트…', 'O'), ('조합원', 'CIVILIZATION'), ('들', 'O'), (' ', 'O'), ('기존', 'O'), (' ', 'O'), ('집보다', 'O'), (' ', 'O'), ('작아도', 'O'), (' ', 'O'), ('좋다', 'O'), (' ', 'O'), ('중소형', 'O'), (' ', 'O'), ('선택', 'O')]"
