,date,headline,keyword
0,2020.07.26. 오후 9:18,부동산 보유세 비중 OECD 평균 밑돌고…거래세는 4배 달해,"[('부동산 보유세', 'CIVILIZATION'), (' ', 'O'), ('비중', 'O'), (' ', 'O'), ('OECD', 'ORGANIZATION'), (' ', 'O'), ('평균', 'O'), (' ', 'O'), ('밑돌고…', 'O'), ('거래세', 'CIVILIZATION'), ('는', 'O'), (' ', 'O'), ('4배', 'QUANTITY'), (' ', 'O'), ('달해', 'O')]"
1,2020.07.26. 오후 9:12,韓銀 집값 둔화 전망되지만 전세가격 오를 수 있어,"[('韓銀', 'LOCATION'), (' ', 'O'), ('집값', 'O'), (' ', 'O'), ('둔화', 'O'), (' ', 'O'), ('전망되지만', 'O'), (' ', 'O'), ('전세가격', 'O'), (' ', 'O'), ('오를', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있어', 'O')]"
2,2020.07.26. 오후 8:42,부영그룹 중복 맞아 현장 근로자·임직원에 육계 9100마리 제공,"[('부영그룹', 'ORGANIZATION'), (' ', 'O'), ('중복', 'O'), (' ', 'O'), ('맞아', 'O'), (' ', 'O'), ('현장', 'O'), (' ', 'O'), ('근로자', 'CIVILIZATION'), ('·', 'O'), ('임직원', 'CIVILIZATION'), ('에', 'O'), (' ', 'O'), ('육계', 'ANIMAL'), (' ', 'O'), ('9100마리', 'QUANTITY'), (' ', 'O'), ('제공', 'O')]"
3,2020.07.26. 오후 7:43,정부 집주인 실거주 필요 시 계약갱신 거절 가능,"[('정부', 'ORGANIZATION'), (' ', 'O'), ('집주인', 'CIVILIZATION'), (' ', 'O'), ('실거주', 'O'), (' ', 'O'), ('필요', 'O'), (' ', 'O'), ('시', 'O'), (' ', 'O'), ('계약갱신', 'O'), (' ', 'O'), ('거절', 'O'), (' ', 'O'), ('가능', 'O')]"
4,2020.07.26. 오후 7:26,HDC현산 “재실사하자”…아시아나 MA도 백지화 수순,"[('HDC', 'ORGANIZATION'), ('현산', 'O'), (' ', 'O'), ('“재실사하자”…', 'O'), ('아시아나', 'ORGANIZATION'), (' ', 'O'), ('MA', 'ORGANIZATION'), ('도', 'O'), (' ', 'O'), ('백지화', 'O'), (' ', 'O'), ('수순', 'O')]"
5,2020.07.26. 오후 7:25,어설픈 공급 해당지역 집값만 더 띄워… 하반기 강보합,"[('어설픈', 'O'), (' ', 'O'), ('공급', 'O'), (' ', 'O'), ('해당지역', 'O'), (' ', 'O'), ('집값만', 'O'), (' ', 'O'), ('더', 'O'), (' ', 'O'), ('띄워…', 'O'), (' ', 'O'), ('하반기', 'DATE'), (' ', 'O'), ('강보합', 'O')]"
6,2020.07.26. 오후 7:25,집값 많이 오른 강북권 공시價 현실화 되나,"[('집값', 'O'), (' ', 'O'), ('많이', 'O'), (' ', 'O'), ('오른', 'O'), (' ', 'O'), ('강북권', 'LOCATION'), (' ', 'O'), ('공시價', 'O'), (' ', 'O'), ('현실화', 'O'), (' ', 'O'), ('되나', 'O')]"
7,2020.07.26. 오후 7:25,포스코건설 738억 송파 가락현대5차 아파트 재건축 수주,"[('포스코건설', 'ORGANIZATION'), (' ', 'O'), ('738억', 'QUANTITY'), (' ', 'O'), ('송파', 'LOCATION'), (' ', 'O'), ('가락현대', 'ARTIFACT'), ('5차', 'QUANTITY'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('재건축', 'O'), (' ', 'O'), ('수주', 'O')]"
8,2020.07.26. 오후 7:25,전국적으로 떨어진다더니… 대책과 거꾸로 가는 집값,"[('전국적으로', 'O'), (' ', 'O'), ('떨어진다더니…', 'O'), (' ', 'O'), ('대책과', 'O'), (' ', 'O'), ('거꾸로', 'O'), (' ', 'O'), ('가는', 'O'), (' ', 'O'), ('집값', 'O')]"
9,2020.07.26. 오후 7:25,개발 호재 풍부 … 분양권 전매규제 적용 안돼,"[('개발', 'O'), (' ', 'O'), ('호재', 'O'), (' ', 'O'), ('풍부', 'O'), (' ', 'O'), ('…', 'O'), (' ', 'O'), ('분양권', 'O'), (' ', 'O'), ('전매규제', 'O'), (' ', 'O'), ('적용', 'O'), (' ', 'O'), ('안돼', 'O')]"
