,date,headline,keyword
0,2017.02.05. 오후 10:02,새해에도 쏟아지는 새집…규제 변경·미분양 등 잘 따져야 ‘내 집’,"[('새해', 'DATE'), ('에도', 'O'), (' ', 'O'), ('쏟아지는', 'O'), (' ', 'O'), ('새집…규제', 'O'), (' ', 'O'), ('변경·미분양', 'O'), (' ', 'O'), ('등', 'O'), (' ', 'O'), ('잘', 'O'), (' ', 'O'), ('따져야', 'O'), (' ', 'O'), ('‘내', 'O'), (' ', 'O'), ('집’', 'O')]"
1,2017.02.05. 오후 9:59,원금도 첫달부터 상환·모든 부채 따지는 DSR…‘무턱대고 대출’ 자제해야,"[('원금도', 'O'), (' ', 'O'), ('첫달부터', 'DATE'), (' ', 'O'), ('상환·모든', 'O'), (' ', 'O'), ('부채', 'O'), (' ', 'O'), ('따지는', 'O'), (' ', 'O'), ('DSR…‘무턱대고', 'O'), (' ', 'O'), ('대출’', 'O'), (' ', 'O'), ('자제해야', 'O')]"
2,2017.02.05. 오후 9:10,변호사 명의빌려 아파트 등기 싹쓸이…사무장 실형,"[('변호사', 'CIVILIZATION'), (' ', 'O'), ('명의빌려', 'O'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('등기', 'O'), (' ', 'O'), ('싹쓸이…', 'O'), ('사무장', 'OCCUPATION'), (' ', 'O'), ('실형', 'O')]"
3,2017.02.05. 오후 8:57,이슈탐색 대출심사 강화 1년 가계빚 증가세 주춤… 문제는,"[('이슈탐색', 'O'), (' ', 'O'), ('대출심사', 'O'), (' ', 'O'), ('강화', 'O'), (' ', 'O'), ('1년', 'DATE'), (' ', 'O'), ('가계빚', 'O'), (' ', 'O'), ('증가세', 'O'), (' ', 'O'), ('주춤…', 'O'), (' ', 'O'), ('문제는', 'O')]"
4,2017.02.05. 오후 8:15,공모형 부동산펀드 봄기운 도나종합,"[('공모형', 'CIVILIZATION'), (' ', 'O'), ('부동산펀드', 'CIVILIZATION'), (' ', 'O'), ('봄', 'DATE'), ('기운', 'O'), (' ', 'O'), ('도나종합', 'ORGANIZATION')]"
5,2017.02.05. 오후 7:09,아파트값 11개월 만에 하락,"[('아파트값', 'O'), (' ', 'O'), ('11개월 만', 'DATE'), ('에', 'O'), (' ', 'O'), ('하락', 'O')]"
6,2017.02.05. 오후 7:07,2년 표류 끝낸 구룡마을…3년 뒤엔 아파트숲,"[('2년', 'DATE'), (' ', 'O'), ('표류', 'O'), (' ', 'O'), ('끝낸', 'O'), (' ', 'O'), ('구룡마을', 'LOCATION'), ('…', 'O'), ('3년 뒤', 'DATE'), ('엔', 'O'), (' ', 'O'), ('아파트숲', 'O')]"
7,2017.02.05. 오후 6:39,“건설사 구조조정 유도” 원샷법 활용한다,"[('“건설사', 'O'), (' ', 'O'), ('구조조정', 'O'), (' ', 'O'), ('유도”', 'O'), (' ', 'O'), ('원샷법', 'CIVILIZATION'), (' ', 'O'), ('활용한다', 'O')]"
8,2017.02.05. 오후 5:16,SK건설 3.7조원 규모 ‘고성하이화력민자발전소’ 건설,"[('SK건설', 'ORGANIZATION'), (' ', 'O'), ('3.7조원', 'QUANTITY'), (' ', 'O'), ('규모', 'O'), (' ', 'O'), ('‘', 'O'), ('고성하이화력민자발전소', 'ARTIFACT'), ('’', 'O'), (' ', 'O'), ('건설', 'O')]"
9,2017.02.05. 오후 5:16,여의도에 부는 신탁 재건축 바람,"[('여의도', 'LOCATION'), ('에', 'O'), (' ', 'O'), ('부는', 'O'), (' ', 'O'), ('신탁', 'O'), (' ', 'O'), ('재건축', 'O'), (' ', 'O'), ('바람', 'O')]"
10,2017.02.05. 오후 5:14,남양주 평내호평역 인근서 616가구,"[('남양주', 'CITY'), (' ', 'O'), ('평내호평역', 'LOCATION'), (' ', 'O'), ('인근서', 'O'), (' ', 'O'), ('616가구', 'QUANTITY')]"
11,2017.02.05. 오후 5:14,69→4244건 하자보수 분쟁이 늘었어요,"[('69', 'QUANTITY'), ('→', 'O'), ('4244건', 'QUANTITY'), (' ', 'O'), ('하자보수', 'O'), (' ', 'O'), ('분쟁이', 'O'), (' ', 'O'), ('늘었어요', 'O')]"
12,2017.02.05. 오후 5:14,아파트·교량·터널 등 2138곳…국토부 2017국가안전대진단,"[('아파트·교량·터널', 'O'), (' ', 'O'), ('등', 'O'), (' ', 'O'), ('2138곳', 'QUANTITY'), ('…', 'O'), ('국토부', 'ORGANIZATION'), (' ', 'O'), ('2017', 'DATE'), ('국가안전대진', 'EVENT'), ('단', 'O')]"
13,2017.02.05. 오후 5:13,김포 고촌에 8400가구 미니신도시 들어서,"[('김포', 'LOCATION'), (' ', 'O'), ('고촌', 'LOCATION'), ('에', 'O'), (' ', 'O'), ('8400가구', 'QUANTITY'), (' ', 'O'), ('미니신도시', 'O'), (' ', 'O'), ('들어서', 'O')]"
14,2017.02.05. 오후 5:06,MK 추천매물 구로 천왕지구 수익형 마트 상가 21억원,"[('MK', 'ORGANIZATION'), (' ', 'O'), ('추천매물', 'O'), (' ', 'O'), ('구로', 'LOCATION'), (' ', 'O'), ('천왕지구', 'LOCATION'), (' ', 'O'), ('수익형', 'O'), (' ', 'O'), ('마트', 'O'), (' ', 'O'), ('상가', 'O'), (' ', 'O'), ('21억원', 'QUANTITY')]"
15,2017.02.05. 오후 5:06,대전·광주 등 입주물량 비중 낮아,"[('대전', 'CITY'), ('·', 'O'), ('광주', 'CITY'), (' ', 'O'), ('등', 'O'), (' ', 'O'), ('입주물량', 'O'), (' ', 'O'), ('비중', 'O'), (' ', 'O'), ('낮아', 'O')]"
16,2017.02.05. 오후 5:06,부산 연지 꿈에그린 분양,"[('부산', 'CITY'), (' ', 'O'), ('연지', 'ARTIFACT'), (' ', 'O'), ('꿈에그린', 'ARTIFACT'), (' ', 'O'), ('분양', 'O')]"
17,2017.02.05. 오후 5:06,기지개켜는 분양시장…이번주 5곳 청약·2곳 견본주택 개관,"[('기지개켜는', 'O'), (' ', 'O'), ('분양시장…', 'O'), ('이번주', 'DATE'), (' ', 'O'), ('5곳', 'QUANTITY'), (' ', 'O'), ('청약·', 'O'), ('2곳', 'QUANTITY'), (' ', 'O'), ('견본주택', 'O'), (' ', 'O'), ('개관', 'O')]"
18,2017.02.05. 오후 5:05,부동산 슈퍼루키 공공디벨로퍼 표방 어반하이브리드 이상욱 대표,"[('부동산', 'O'), (' ', 'O'), ('슈', 'CIVILIZATION'), ('퍼루키', 'O'), (' ', 'O'), ('공공디벨로퍼', 'CIVILIZATION'), (' ', 'O'), ('표방', 'O'), (' ', 'O'), ('어반하이브리드', 'ORGANIZATION'), (' ', 'O'), ('이상욱', 'PERSON'), (' ', 'O'), ('대표', 'OCCUPATION')]"
19,2017.02.05. 오후 5:04,고양 3총사 올해 4300여 가구 분양,"[('고양', 'CITY'), (' ', 'O'), ('3총사', 'QUANTITY'), (' ', 'O'), ('올해', 'DATE'), (' ', 'O'), ('4300여 가구', 'QUANTITY'), (' ', 'O'), ('분양', 'O')]"
20,2017.02.05. 오후 5:04,그래도 간다…대치 은마의 49층 집념,"[('그래도', 'O'), (' ', 'O'), ('간다…', 'O'), ('대치', 'LOCATION'), (' ', 'O'), ('은마', 'LOCATION'), ('의', 'O'), (' ', 'O'), ('49층', 'QUANTITY'), (' ', 'O'), ('집념', 'O')]"
21,2017.02.05. 오후 5:03,아파트 블루칩 부상한 ‘청약조정지역’ 2만8000가구 어디,"[('아파트', 'O'), (' ', 'O'), ('블루칩', 'O'), (' ', 'O'), ('부상한', 'O'), (' ', 'O'), ('‘청약조정지역’', 'O'), (' ', 'O'), ('2만8000가구', 'QUANTITY'), (' ', 'O'), ('어디', 'O')]"
22,2017.02.05. 오후 5:03,분양캘린더 청약접수 5곳 · 견본주택 3곳 개관,"[('분양캘린더', 'O'), (' ', 'O'), ('청약접수', 'O'), (' ', 'O'), ('5곳', 'QUANTITY'), (' ', 'O'), ('·', 'O'), (' ', 'O'), ('견본주택', 'O'), (' ', 'O'), ('3곳', 'QUANTITY'), (' ', 'O'), ('개관', 'O')]"
23,2017.02.05. 오후 5:03,부동산 QA 설이후 수익형 부동산 투자 전략은,"[('부동산', 'O'), (' ', 'O'), ('QA', 'O'), (' ', 'O'), ('설이후', 'DATE'), (' ', 'O'), ('수익형', 'O'), (' ', 'O'), ('부동산', 'O'), (' ', 'O'), ('투자', 'O'), (' ', 'O'), ('전략은', 'O')]"
24,2017.02.05. 오후 4:57,터널 등 국토교통시설물 2138곳 안전진단,"[('터널', 'O'), (' ', 'O'), ('등', 'O'), (' ', 'O'), ('국토교통시설물', 'O'), (' ', 'O'), ('2138곳', 'QUANTITY'), (' ', 'O'), ('안전진단', 'O')]"
25,2017.02.05. 오후 4:57,아파트값 하락세 심상찮네,"[('아파트값', 'O'), (' ', 'O'), ('하락세', 'O'), (' ', 'O'), ('심상찮네', 'O')]"
26,2017.02.05. 오후 4:57,강남 3구 등 재건축 분양대전 후끈,"[('강남', 'LOCATION'), (' ', 'O'), ('3구', 'LOCATION'), (' ', 'O'), ('등', 'O'), (' ', 'O'), ('재건축', 'O'), (' ', 'O'), ('분양대전', 'O'), (' ', 'O'), ('후끈', 'O')]"
