,date,headline,keyword
0,2006.04.16. 오후 10:06,4월 17일 부동산 캘린더,"[('4월 17일', 'DATE'), (' ', 'O'), ('부동산', 'O'), (' ', 'O'), ('캘린더', 'O')]"
1,2006.04.16. 오후 10:06,4월 17일 부동산 파일,"[('4월 17일', 'DATE'), (' ', 'O'), ('부동산', 'O'), (' ', 'O'), ('파일', 'O')]"
2,2006.04.16. 오후 9:57,‘재개발 등 디벨로퍼’ 수강생 모집,"[('‘재개발', 'O'), (' ', 'O'), ('등', 'O'), (' ', 'O'), ('디벨로퍼', 'CIVILIZATION'), ('’', 'O'), (' ', 'O'), ('수강생', 'CIVILIZATION'), (' ', 'O'), ('모집', 'O')]"
3,2006.04.16. 오후 9:57,59층 주상복합 ‘두산위브 제니스’,"[('59층', 'QUANTITY'), (' ', 'O'), ('주상복합', 'O'), (' ', 'O'), ('‘', 'O'), ('두산위브 제니스', 'ARTIFACT'), ('’', 'O')]"
4,2006.04.16. 오후 9:57,아파트시세 수도권 새도시 매물 소진 계속,"[('아파트시세', 'O'), (' ', 'O'), ('수도권', 'LOCATION'), (' ', 'O'), ('새도시', 'O'), (' ', 'O'), ('매물', 'O'), (' ', 'O'), ('소진', 'O'), (' ', 'O'), ('계속', 'O')]"
5,2006.04.16. 오후 9:12,‘알박기’ 규제 세진다,"[('‘알박기’', 'O'), (' ', 'O'), ('규제', 'O'), (' ', 'O'), ('세진다', 'O')]"
6,2006.04.16. 오후 8:42,도시재정비특별법에 ‘한강변 뉴타운’등 들썩,"[('도시재정비특별법', 'CIVILIZATION'), ('에', 'O'), (' ', 'O'), ('‘', 'O'), ('한강변', 'LOCATION'), (' ', 'O'), ('뉴타운’등', 'O'), (' ', 'O'), ('들썩', 'O')]"
7,2006.04.16. 오후 8:39,분양정보고양 동익 미라벨,"[('분양정보', 'O'), ('고양', 'CITY'), (' ', 'O'), ('동익 미라벨', 'ARTIFACT')]"
8,2006.04.16. 오후 8:36,분양정보대구 진천역 신일해피트리,"[('분양정보', 'O'), ('대구', 'CITY'), (' ', 'O'), ('진천역', 'LOCATION'), (' ', 'O'), ('신일해피트리', 'ARTIFACT')]"
9,2006.04.16. 오후 8:36,분양정보신길 한화 꿈에그린,"[('분양정보신길', 'O'), (' ', 'O'), ('한화', 'ORGANIZATION'), (' ', 'O'), ('꿈에그린', 'ARTIFACT')]"
10,2006.04.16. 오후 8:36,“내년엔 역모기지론 이용해 실버주택 살고 연금도 받을까”,"[('“', 'O'), ('내년', 'DATE'), ('엔', 'O'), (' ', 'O'), ('역모기지', 'CIVILIZATION'), ('론', 'O'), (' ', 'O'), ('이용해', 'O'), (' ', 'O'), ('실버주택', 'O'), (' ', 'O'), ('살고', 'O'), (' ', 'O'), ('연금도', 'O'), (' ', 'O'), ('받을까”', 'O')]"
11,2006.04.16. 오후 8:36,분양가 상승 주범 ‘알박기’ 어려워진다,"[('분양가', 'O'), (' ', 'O'), ('상승', 'O'), (' ', 'O'), ('주범', 'O'), (' ', 'O'), ('‘알박기’', 'O'), (' ', 'O'), ('어려워진다', 'O')]"
12,2006.04.16. 오후 8:30,분양화제병원 전용 ‘메드위즈 신흥점’,"[('분양화제병원', 'ORGANIZATION'), (' ', 'O'), ('전용', 'O'), (' ', 'O'), ('‘', 'O'), ('메드위즈', 'ORGANIZATION'), (' ', 'O'), ('신흥점’', 'O')]"
13,2006.04.16. 오후 8:30,여의도 랜드마크 빌딩 건립 급물살,"[('여의도', 'LOCATION'), (' ', 'O'), ('랜드마크', 'O'), (' ', 'O'), ('빌딩', 'O'), (' ', 'O'), ('건립', 'O'), (' ', 'O'), ('급물살', 'O')]"
14,2006.04.16. 오후 8:27,내달 아파트 분양 쏟아진다,"[('내달', 'DATE'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('분양', 'O'), (' ', 'O'), ('쏟아진다', 'O')]"
15,2006.04.16. 오후 8:12,충남 조치원 신동아파밀리에 모델하우스 관람객 붐벼,"[('충남', 'LOCATION'), (' ', 'O'), ('조치원', 'LOCATION'), (' ', 'O'), ('신동아파밀리에', 'ARTIFACT'), (' ', 'O'), ('모델하우스', 'O'), (' ', 'O'), ('관람객', 'CIVILIZATION'), (' ', 'O'), ('붐벼', 'O')]"
16,2006.04.16. 오후 8:12,분양화제대구 2곳 신일해피트리,"[('분양화제', 'O'), ('대구', 'CITY'), (' ', 'O'), ('2곳', 'QUANTITY'), (' ', 'O'), ('신일해피트리', 'ARTIFACT')]"
17,2006.04.16. 오후 6:57,아파트 주간시세 신도시 중대형중심 강세 지속,"[('아파트', 'O'), (' ', 'O'), ('주간시세', 'O'), (' ', 'O'), ('신도시', 'O'), (' ', 'O'), ('중대형중심', 'O'), (' ', 'O'), ('강세', 'O'), (' ', 'O'), ('지속', 'O')]"
18,2006.04.16. 오후 6:48,경·공매 대구 공매 낙찰가율 97%로 껑충,"[('경·공매', 'O'), (' ', 'O'), ('대구', 'CITY'), (' ', 'O'), ('공매', 'O'), (' ', 'O'), ('낙찰가율', 'O'), (' ', 'O'), ('97%', 'QUANTITY'), ('로', 'O'), (' ', 'O'), ('껑충', 'O')]"
19,2006.04.16. 오후 6:38,판교분양 끝나가고…아파트 분양 주말부터 봇물,"[('판교', 'LOCATION'), ('분양', 'O'), (' ', 'O'), ('끝나가고…아파트', 'O'), (' ', 'O'), ('분양', 'O'), (' ', 'O'), ('주말부터', 'DATE'), (' ', 'O'), ('봇물', 'O')]"
20,2006.04.16. 오후 6:38,판교 민간분양 아파트 현재 추세면 850대 1 안팎,"[('판교', 'LOCATION'), (' ', 'O'), ('민간분양', 'O'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('현재', 'O'), (' ', 'O'), ('추세면', 'O'), (' ', 'O'), ('850대 1 안팎', 'QUANTITY')]"
21,2006.04.16. 오후 6:38,510ｍ 부산 롯데월드,"[('510', 'QUANTITY'), ('ｍ', 'O'), (' ', 'O'), ('부산', 'CITY'), (' ', 'O'), ('롯데월드', 'LOCATION')]"
