,date,headline,keyword
0,2010.06.20. 오후 10:02,전세시황 수요따라 양극화… 성북구 내리고 동대문 올라,"[('전세시황', 'O'), (' ', 'O'), ('수요따라', 'O'), (' ', 'O'), ('양극화…', 'O'), (' ', 'O'), ('성북구', 'LOCATION'), (' ', 'O'), ('내리고', 'O'), (' ', 'O'), ('동대문', 'LOCATION'), (' ', 'O'), ('올라', 'O')]"
1,2010.06.20. 오후 10:00,매매시황 서울 0.17% 내리고 수도권도 소폭 하락,"[('매매시황', 'O'), (' ', 'O'), ('서울', 'CITY'), (' ', 'O'), ('0.17%', 'QUANTITY'), (' ', 'O'), ('내리고', 'O'), (' ', 'O'), ('수도권', 'LOCATION'), ('도', 'O'), (' ', 'O'), ('소폭', 'O'), (' ', 'O'), ('하락', 'O')]"
2,2010.06.20. 오후 9:52,잠실 2년전 악몽 되살아나나,"[('잠실', 'LOCATION'), (' ', 'O'), ('2년전', 'DATE'), (' ', 'O'), ('악몽', 'O'), (' ', 'O'), ('되살아나나', 'O')]"
3,2010.06.20. 오후 9:50,“퇴출사 어디냐”… 떨고 있는 건설업계,"[('“퇴출사', 'O'), (' ', 'O'), ('어디냐”…', 'O'), (' ', 'O'), ('떨고', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('건설업계', 'O')]"
4,2010.06.20. 오후 9:45,장마철 피해 우려 따라 4대강 임시물막이 6월말까지 철거키로,"[('장', 'DATE'), ('마철', 'DATE'), (' ', 'O'), ('피해', 'O'), (' ', 'O'), ('우려', 'O'), (' ', 'O'), ('따라', 'O'), (' ', 'O'), ('4대강', 'LOCATION'), (' ', 'O'), ('임시물막이', 'O'), (' ', 'O'), ('6월말까지', 'DATE'), (' ', 'O'), ('철거키로', 'O')]"
5,2010.06.20. 오후 8:45,잠실대란.. 오른 전셋값에 재계약 포기사태,"[('잠실', 'LOCATION'), ('대란..', 'O'), (' ', 'O'), ('오른', 'O'), (' ', 'O'), ('전셋값에', 'O'), (' ', 'O'), ('재계약', 'O'), (' ', 'O'), ('포기사태', 'O')]"
6,2010.06.20. 오후 8:22,부동산 중개업 대형법인 허용 논란,"[('부동산', 'O'), (' ', 'O'), ('중개업', 'O'), (' ', 'O'), ('대형법인', 'O'), (' ', 'O'), ('허용', 'O'), (' ', 'O'), ('논란', 'O')]"
7,2010.06.20. 오후 8:21,건설업체 부도，작년보다 감소,"[('건설업체', 'O'), (' ', 'O'), ('부도，', 'O'), ('작년', 'DATE'), ('보다', 'O'), (' ', 'O'), ('감소', 'O')]"
8,2010.06.20. 오후 8:19,분양가 인하 확산..내집마련 해볼까,"[('분양가', 'O'), (' ', 'O'), ('인하', 'O'), (' ', 'O'), ('확산..내집마련', 'O'), (' ', 'O'), ('해볼까', 'O')]"
9,2010.06.20. 오후 6:32,콧대 높던 고급주택도 분양가·인하·파격세일,"[('콧대', 'O'), (' ', 'O'), ('높던', 'O'), (' ', 'O'), ('고급주택도', 'O'), (' ', 'O'), ('분양가·인하·파격세일', 'O')]"
10,2010.06.20. 오후 6:32,잠실ㆍ동탄 전셋값 급락,"[('잠실', 'LOCATION'), ('ㆍ', 'O'), ('동탄', 'LOCATION'), (' ', 'O'), ('전셋값', 'O'), (' ', 'O'), ('급락', 'O')]"
11,2010.06.20. 오후 6:31,2억 올려달라니 떠날 수밖에… 재계약 포기 속출,"[('2억', 'QUANTITY'), (' ', 'O'), ('올려달라니', 'O'), (' ', 'O'), ('떠날', 'O'), (' ', 'O'), ('수밖에…', 'O'), (' ', 'O'), ('재계약', 'O'), (' ', 'O'), ('포기', 'O'), (' ', 'O'), ('속출', 'O')]"
12,2010.06.20. 오후 6:31,이문휘경·답십리 뉴타운 2100여채 더 짓는다,"[('이문휘경', 'PERSON'), ('·', 'O'), ('답십리', 'LOCATION'), (' ', 'O'), ('뉴타운', 'O'), (' ', 'O'), ('2100여채', 'QUANTITY'), (' ', 'O'), ('더', 'O'), (' ', 'O'), ('짓는다', 'O')]"
13,2010.06.20. 오후 6:31,우림건설 세네갈 진출…주택·도로 건설 참여 협약,"[('우림건설', 'ORGANIZATION'), (' ', 'O'), ('세네갈', 'COUNTRY'), (' ', 'O'), ('진출…주택·도로', 'O'), (' ', 'O'), ('건설', 'O'), (' ', 'O'), ('참여', 'O'), (' ', 'O'), ('협약', 'O')]"
14,2010.06.20. 오후 6:31,이번주 부산 해운대 등 전국 5곳 분양,"[('이번주', 'DATE'), (' ', 'O'), ('부산', 'CITY'), (' ', 'O'), ('해운대', 'LOCATION'), (' ', 'O'), ('등', 'O'), (' ', 'O'), ('전국', 'O'), (' ', 'O'), ('5곳', 'QUANTITY'), (' ', 'O'), ('분양', 'O')]"
15,2010.06.20. 오후 6:13,저가항공사 안전상태 종합점검 실시,"[('저가항공사', 'O'), (' ', 'O'), ('안전상태', 'O'), (' ', 'O'), ('종합점검', 'O'), (' ', 'O'), ('실시', 'O')]"
16,2010.06.20. 오후 6:13,자동차보험 적정정비료 2만1천2만4천원,"[('자동차', 'ARTIFACT'), ('보험', 'O'), (' ', 'O'), ('적정정비료', 'O'), (' ', 'O'), ('2만1천2만4천원', 'QUANTITY')]"
17,2010.06.20. 오후 5:46,서울 아파트값 올 들어 최대 하락,"[('서울', 'CITY'), (' ', 'O'), ('아파트값', 'O'), (' ', 'O'), ('올', 'DATE'), (' ', 'O'), ('들어', 'O'), (' ', 'O'), ('최대', 'O'), (' ', 'O'), ('하락', 'O')]"
18,2010.06.20. 오후 5:35,靑 세종시 수정안 부결되면 원안…절충안은 안돼,"[('靑', 'O'), (' ', 'O'), ('세종시', 'ORGANIZATION'), (' ', 'O'), ('수정안', 'O'), (' ', 'O'), ('부결되면', 'O'), (' ', 'O'), ('원안…절충안은', 'O'), (' ', 'O'), ('안돼', 'O')]"
19,2010.06.20. 오후 5:24,쌍용건설 용산구 효창 4구역 재개발 수주,"[('쌍용건설', 'ORGANIZATION'), (' ', 'O'), ('용산구', 'LOCATION'), (' ', 'O'), ('효창', 'LOCATION'), (' ', 'O'), ('4구역', 'QUANTITY'), (' ', 'O'), ('재개발', 'O'), (' ', 'O'), ('수주', 'O')]"
20,2010.06.20. 오후 5:23,우림건설 세네갈 정부와 주택건설 등 MOA 체결,"[('우림건설', 'ORGANIZATION'), (' ', 'O'), ('세네갈', 'COUNTRY'), (' ', 'O'), ('정부', 'ORGANIZATION'), ('와', 'O'), (' ', 'O'), ('주택건설', 'O'), (' ', 'O'), ('등', 'O'), (' ', 'O'), ('MOA', 'O'), (' ', 'O'), ('체결', 'O')]"
21,2010.06.20. 오후 5:21,미분양 아파트 판촉 조건 갈수록 파격적,"[('미분양', 'O'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('판촉', 'O'), (' ', 'O'), ('조건', 'O'), (' ', 'O'), ('갈수록', 'O'), (' ', 'O'), ('파격적', 'O')]"
22,2010.06.20. 오후 5:21,LH 대학생 주택건축대전,"[('LH 대학생 주택건축대전', 'EVENT')]"
23,2010.06.20. 오후 5:21,기흥 ‘메종블루아’ 분양外,"[('기흥', 'LOCATION'), (' ', 'O'), ('‘', 'O'), ('메종블루아', 'ARTIFACT'), ('’', 'O'), (' ', 'O'), ('분양外', 'O')]"
24,2010.06.20. 오후 5:16,비수기 7월 그러나 관심 끄는 분양도 있다,"[('비수기', 'O'), (' ', 'O'), ('7월', 'DATE'), (' ', 'O'), ('그러나', 'O'), (' ', 'O'), ('관심', 'O'), (' ', 'O'), ('끄는', 'O'), (' ', 'O'), ('분양도', 'O'), (' ', 'O'), ('있다', 'O')]"
25,2010.06.20. 오후 4:51,분양하이라이트 교하 한라 비빌디등 모델하우스 4곳 개관,"[('분양하이라이트', 'O'), (' ', 'O'), ('교하', 'LOCATION'), (' ', 'O'), ('한라 비빌디', 'ARTIFACT'), ('등', 'O'), (' ', 'O'), ('모델하우스', 'O'), (' ', 'O'), ('4곳', 'QUANTITY'), (' ', 'O'), ('개관', 'O')]"
26,2010.06.20. 오후 4:51,장안 힐스테이트 잔여분 분양,"[('장안 힐스테이트', 'ARTIFACT'), (' ', 'O'), ('잔여분', 'O'), (' ', 'O'), ('분양', 'O')]"
27,2010.06.20. 오후 4:48,건설공제조합 총 보증한도 100兆서 150兆로 확대,"[('건설공제조합', 'ORGANIZATION'), (' ', 'O'), ('총', 'O'), (' ', 'O'), ('보증한도', 'O'), (' ', 'O'), ('100兆', 'QUANTITY'), ('서', 'O'), (' ', 'O'), ('150兆', 'QUANTITY'), ('로', 'O'), (' ', 'O'), ('확대', 'O')]"
28,2010.06.20. 오후 4:48,내년 하반기 흑자전환 가능,"[('내년 하반기', 'DATE'), (' ', 'O'), ('흑자전환', 'O'), (' ', 'O'), ('가능', 'O')]"
29,2010.06.20. 오후 4:48,우림건설 세네갈 진출 교두보 마련,"[('우림건설', 'ORGANIZATION'), (' ', 'O'), ('세네갈', 'COUNTRY'), (' ', 'O'), ('진출', 'O'), (' ', 'O'), ('교두보', 'O'), (' ', 'O'), ('마련', 'O')]"
30,2010.06.20. 오후 4:47,월드컵 매복 마케팅으로 재미보는 기업들,"[('월드컵', 'EVENT'), (' ', 'O'), ('매복', 'O'), (' ', 'O'), ('마케팅으로', 'O'), (' ', 'O'), ('재미보는', 'O'), (' ', 'O'), ('기업들', 'O')]"
31,2010.06.20. 오후 4:45,분양가 내리는 조합·건설사 는다,"[('분양가', 'O'), (' ', 'O'), ('내리는', 'O'), (' ', 'O'), ('조합·건설사', 'O'), (' ', 'O'), ('는다', 'O')]"
32,2010.06.20. 오후 4:41,1억 5천에 두채 2천만원 이면 계약 OK,"[('1억 5천', 'QUANTITY'), ('에', 'O'), (' ', 'O'), ('두채', 'QUANTITY'), (' ', 'O'), ('2천만원', 'QUANTITY'), (' ', 'O'), ('이면', 'O'), (' ', 'O'), ('계약', 'O'), (' ', 'O'), ('OK', 'O')]"
33,2010.06.20. 오후 4:22,쌍용건설 효창4구역 재개발 수주,"[('쌍용건설', 'ORGANIZATION'), (' ', 'O'), ('효창', 'LOCATION'), ('4구역', 'QUANTITY'), (' ', 'O'), ('재개발', 'O'), (' ', 'O'), ('수주', 'O')]"
34,2010.06.20. 오후 3:52,용인 역세권 소형오피스텔 무조건 잡아라,"[('용인', 'CITY'), (' ', 'O'), ('역세권', 'O'), (' ', 'O'), ('소형오피스텔', 'O'), (' ', 'O'), ('무조건', 'O'), (' ', 'O'), ('잡아라', 'O')]"
35,2010.06.20. 오후 3:51,아파트 주간 시세 서울 0.17% 하락… 17주 연속 떨어져,"[('아파트', 'O'), (' ', 'O'), ('주간', 'O'), (' ', 'O'), ('시세', 'O'), (' ', 'O'), ('서울', 'CITY'), (' ', 'O'), ('0.17%', 'QUANTITY'), (' ', 'O'), ('하락…', 'O'), (' ', 'O'), ('17주', 'DATE'), (' ', 'O'), ('연속', 'O'), (' ', 'O'), ('떨어져', 'O')]"
