,date,headline,keyword
0,2009.06.14. 오후 11:48,강남·여의도 재건축 최고가 경신…개포 주공 43㎡ 8억 넘어,"[('강남', 'LOCATION'), ('·', 'O'), ('여의도', 'LOCATION'), (' ', 'O'), ('재건축', 'O'), (' ', 'O'), ('최고가', 'O'), (' ', 'O'), ('경신…', 'O'), ('개포', 'LOCATION'), (' ', 'O'), ('주공', 'O'), (' ', 'O'), ('43㎡', 'QUANTITY'), (' ', 'O'), ('8억', 'QUANTITY'), (' ', 'O'), ('넘어', 'O')]"
1,2009.06.14. 오후 11:42,청약종합통장 미성년 가입자 전체 32%,"[('청약종합통장', 'O'), (' ', 'O'), ('미성년', 'O'), (' ', 'O'), ('가입자', 'O'), (' ', 'O'), ('전체', 'O'), (' ', 'O'), ('32%', 'QUANTITY')]"
2,2009.06.14. 오후 10:58,강남·여의도 재건축 사상 최고가,"[('강남', 'LOCATION'), ('·', 'O'), ('여의도', 'LOCATION'), (' ', 'O'), ('재건축', 'O'), (' ', 'O'), ('사상', 'O'), (' ', 'O'), ('최고가', 'O')]"
3,2009.06.14. 오후 10:32,강남·여의도 재건축 최고가 속출,"[('강남', 'LOCATION'), ('·', 'O'), ('여의도', 'LOCATION'), (' ', 'O'), ('재건축', 'O'), (' ', 'O'), ('최고가', 'O'), (' ', 'O'), ('속출', 'O')]"
4,2009.06.14. 오후 8:51,강남구 양재천에서 무더위 날리세요,"[('강남구', 'LOCATION'), (' ', 'O'), ('양재천', 'LOCATION'), ('에서', 'O'), (' ', 'O'), ('무더위', 'O'), (' ', 'O'), ('날리세요', 'O')]"
5,2009.06.14. 오후 8:16,장기전세주택 1순위서 평균 9.4대1로 마감,"[('장기전세주택', 'O'), (' ', 'O'), ('1순위', 'QUANTITY'), ('서', 'O'), (' ', 'O'), ('평균', 'O'), (' ', 'O'), ('9.4대1', 'QUANTITY'), ('로', 'O'), (' ', 'O'), ('마감', 'O')]"
6,2009.06.14. 오후 7:45,은평지축 잇는 ‘삼각벨트’…탁 트인 교통·자연환경,"[('은평', 'LOCATION'), ('지축', 'O'), (' ', 'O'), ('잇는', 'O'), (' ', 'O'), ('‘삼각벨트’…탁', 'O'), (' ', 'O'), ('트인', 'O'), (' ', 'O'), ('교통·자연환경', 'O')]"
7,2009.06.14. 오후 7:45,수도권 소형 아파트 하반기에 쏟아진다,"[('수도권', 'LOCATION'), (' ', 'O'), ('소형', 'O'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('하반기', 'DATE'), ('에', 'O'), (' ', 'O'), ('쏟아진다', 'O')]"
8,2009.06.14. 오후 6:28,코레일 ‘내일로 티켓’ 14일부터 판매,"[('코레일', 'ORGANIZATION'), (' ', 'O'), ('‘', 'O'), ('내일로', 'TERM'), (' ', 'O'), ('티켓’', 'O'), (' ', 'O'), ('14일부터', 'DATE'), (' ', 'O'), ('판매', 'O')]"
9,2009.06.14. 오후 6:24,‘만능통장’은 자녀 위한 부모의 선물,"[('‘만능통장’은', 'O'), (' ', 'O'), ('자녀', 'CIVILIZATION'), (' ', 'O'), ('위한', 'O'), (' ', 'O'), ('부모', 'CIVILIZATION'), ('의', 'O'), (' ', 'O'), ('선물', 'O')]"
10,2009.06.14. 오후 6:19,부동산시장 르포풀린 돈 힘인가…집값 슬금슬금↑,"[('부동산시장', 'O'), (' ', 'O'), ('르포풀린', 'O'), (' ', 'O'), ('돈', 'O'), (' ', 'O'), ('힘인가…집값', 'O'), (' ', 'O'), ('슬금슬금↑', 'O')]"
11,2009.06.14. 오후 6:05,강남·한강변…개발호재 따라 호가 ‘껑충’,"[('강남', 'LOCATION'), ('·', 'O'), ('한강변', 'LOCATION'), ('…개발호재', 'O'), (' ', 'O'), ('따라', 'O'), (' ', 'O'), ('호가', 'O'), (' ', 'O'), ('‘껑충’', 'O')]"
12,2009.06.14. 오후 5:57,시프트，구로 경남아너스빌 59㎡ 128대 1,"[('시프트', 'TERM'), ('，', 'O'), ('구로', 'LOCATION'), (' ', 'O'), ('경남아너스빌', 'ORGANIZATION'), (' ', 'O'), ('59㎡', 'QUANTITY'), (' ', 'O'), ('128대 1', 'QUANTITY')]"
13,2009.06.14. 오후 5:56,현장르포 김포한강신도시 우미린 견본주택 가보니,"[('현장르포', 'O'), (' ', 'O'), ('김포한강신도시', 'LOCATION'), (' ', 'O'), ('우미린', 'ARTIFACT'), (' ', 'O'), ('견본주택', 'O'), (' ', 'O'), ('가보니', 'O')]"
14,2009.06.14. 오후 5:53,강남ㆍ여의도 재건축…가격 최고점 넘어서,"[('강남', 'LOCATION'), ('ㆍ', 'O'), ('여의도', 'LOCATION'), (' ', 'O'), ('재건축…가격', 'O'), (' ', 'O'), ('최고점', 'O'), (' ', 'O'), ('넘어서', 'O')]"
15,2009.06.14. 오후 5:52,분양정보 용인 ‘임광 그대가’ 10% 할인,"[('분양정보', 'O'), (' ', 'O'), ('용인', 'CITY'), (' ', 'O'), ('‘', 'O'), ('임광 그대가', 'ARTIFACT'), ('’', 'O'), (' ', 'O'), ('10%', 'QUANTITY'), (' ', 'O'), ('할인', 'O')]"
16,2009.06.14. 오후 5:51,3자녀 무주택 특별공급 7월 대폭 늘려,"[('3자녀', 'QUANTITY'), (' ', 'O'), ('무주택', 'O'), (' ', 'O'), ('특별공급', 'O'), (' ', 'O'), ('7월', 'DATE'), (' ', 'O'), ('대폭', 'O'), (' ', 'O'), ('늘려', 'O')]"
17,2009.06.14. 오후 5:50,‘서울 르네상스’ 4차 뉴타운과 판박이？,"[('‘', 'O'), ('서울', 'CITY'), (' ', 'O'), ('르네상스’', 'O'), (' ', 'O'), ('4차', 'QUANTITY'), (' ', 'O'), ('뉴타운과', 'O'), (' ', 'O'), ('판박이？', 'O')]"
18,2009.06.14. 오후 5:45,6월 15일 부동산 파일,"[('6월 15일', 'DATE'), (' ', 'O'), ('부동산', 'O'), (' ', 'O'), ('파일', 'O')]"
19,2009.06.14. 오후 5:36,종합전문건설 영역 허물면 영세 전문업체 설땅 좁아져,"[('종합전문건설', 'O'), (' ', 'O'), ('영역', 'O'), (' ', 'O'), ('허물면', 'O'), (' ', 'O'), ('영세', 'O'), (' ', 'O'), ('전문업체', 'O'), (' ', 'O'), ('설땅', 'O'), (' ', 'O'), ('좁아져', 'O')]"
20,2009.06.14. 오후 5:36,글로벌 인프라펀드 9월 출범…2012년까지 2조 조성,"[('글로벌 인프라펀드', 'CIVILIZATION'), (' ', 'O'), ('9월', 'DATE'), (' ', 'O'), ('출범…', 'O'), ('2012년까지', 'DATE'), (' ', 'O'), ('2조', 'QUANTITY'), (' ', 'O'), ('조성', 'O')]"
21,2009.06.14. 오후 5:36,주택청약종합저축 가입자 587만명,"[('주택청약종합', 'CIVILIZATION'), ('저축', 'CIVILIZATION'), (' ', 'O'), ('가입자', 'O'), (' ', 'O'), ('587만명', 'QUANTITY')]"
22,2009.06.14. 오후 5:36,MK 추천매물 서울 송파동 상가 27억원,"[('MK', 'ORGANIZATION'), (' ', 'O'), ('추천매물', 'O'), (' ', 'O'), ('서울', 'CITY'), (' ', 'O'), ('송파동', 'LOCATION'), (' ', 'O'), ('상가', 'O'), (' ', 'O'), ('27억원', 'QUANTITY')]"
23,2009.06.14. 오후 5:36,뚝섬 북쪽 중랑천변에 48층 아파트 건립 추친,"[('뚝섬', 'LOCATION'), (' ', 'O'), ('북쪽', 'TERM'), (' ', 'O'), ('중랑천변', 'LOCATION'), ('에', 'O'), (' ', 'O'), ('48층', 'QUANTITY'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('건립', 'O'), (' ', 'O'), ('추친', 'O')]"
24,2009.06.14. 오후 5:35,김포한강신도시 등 1244가구 분양,"[('김포한강신도시', 'LOCATION'), (' ', 'O'), ('등', 'O'), (' ', 'O'), ('1244가구', 'QUANTITY'), (' ', 'O'), ('분양', 'O')]"
25,2009.06.14. 오후 5:35,용인 임광 그대가 할인분양,"[('용인', 'CITY'), (' ', 'O'), ('임광 그대', 'ARTIFACT'), ('가', 'O'), (' ', 'O'), ('할인분양', 'O')]"
26,2009.06.14. 오후 5:35,시프트 인기 대단하네…구로동 최고 128대1,"[('시프트', 'TERM'), (' ', 'O'), ('인기', 'O'), (' ', 'O'), ('대단하네…', 'O'), ('구로동', 'LOCATION'), (' ', 'O'), ('최고', 'O'), (' ', 'O'), ('128대1', 'QUANTITY')]"
27,2009.06.14. 오후 5:35,세종부동산아카데미 부동산투자 무료 공개강의,"[('세종부동산아카데미', 'ORGANIZATION'), (' ', 'O'), ('부동산투자', 'O'), (' ', 'O'), ('무료', 'O'), (' ', 'O'), ('공개강의', 'O')]"
28,2009.06.14. 오후 5:35,SH공사 한옥  아파트 복합단지 공모,"[('SH공사', 'ORGANIZATION'), (' ', 'O'), ('한옥', 'O'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('복합단지', 'O'), (' ', 'O'), ('공모', 'O')]"
29,2009.06.14. 오후 5:34,분양정보김포 ‘우미 린’ 1058가구 外,"[('분양정보', 'O'), ('김포', 'LOCATION'), (' ', 'O'), ('‘', 'O'), ('우미 린', 'ARTIFACT'), ('’', 'O'), (' ', 'O'), ('1058가구', 'QUANTITY'), (' ', 'O'), ('外', 'O')]"
30,2009.06.14. 오후 5:34,부동산업계 소식‘차량원격관리 시스템’ 설치 外,"[('부동산업계', 'O'), (' ', 'O'), ('소식‘차량원격관리', 'O'), (' ', 'O'), ('시스템’', 'O'), (' ', 'O'), ('설치', 'O'), (' ', 'O'), ('外', 'O')]"
31,2009.06.14. 오후 5:34,수도권 서남부축 ‘분양 훈풍’…개발계획 발표로 관심고조,"[('수도권', 'LOCATION'), (' ', 'O'), ('서남부축', 'TERM'), (' ', 'O'), ('‘분양', 'O'), (' ', 'O'), ('훈풍’…개발계획', 'O'), (' ', 'O'), ('발표로', 'O'), (' ', 'O'), ('관심고조', 'O')]"
32,2009.06.14. 오후 5:30,강남·여의도 재건축 최고가 경신 속출,"[('강남', 'LOCATION'), ('·', 'O'), ('여의도', 'LOCATION'), (' ', 'O'), ('재건축', 'O'), (' ', 'O'), ('최고가', 'O'), (' ', 'O'), ('경신', 'O'), (' ', 'O'), ('속출', 'O')]"
33,2009.06.14. 오후 5:26,만능청약통장 5월까지 587만명 가입,"[('만능청약통장', 'O'), (' ', 'O'), ('5월까지', 'DATE'), (' ', 'O'), ('587만명', 'QUANTITY'), (' ', 'O'), ('가입', 'O')]"
34,2009.06.14. 오후 5:21,남양주 양지 e편한세상 집들이 문화이벤트,"[('남양주', 'CITY'), (' ', 'O'), ('양지', 'LOCATION'), (' ', 'O'), ('e편한세상 집들이', 'EVENT'), (' ', 'O'), ('문화이벤트', 'O')]"
35,2009.06.14. 오후 5:10,재건축 지역 등 상승세… 서울 0.07% 올라,"[('재건축', 'O'), (' ', 'O'), ('지역', 'O'), (' ', 'O'), ('등', 'O'), (' ', 'O'), ('상승세…', 'O'), (' ', 'O'), ('서울', 'CITY'), (' ', 'O'), ('0.07%', 'QUANTITY'), (' ', 'O'), ('올라', 'O')]"
36,2009.06.14. 오후 5:09,서울·수도권 개발호재지역 매수관심 지속,"[('서울', 'CITY'), ('·', 'O'), ('수도권', 'LOCATION'), (' ', 'O'), ('개발호재지역', 'O'), (' ', 'O'), ('매수관심', 'O'), (' ', 'O'), ('지속', 'O')]"
37,2009.06.14. 오후 4:57,분양하이라이트 울산 전하 푸르지오 17일 청약,"[('분양하이라이트', 'O'), (' ', 'O'), ('울산', 'CITY'), (' ', 'O'), ('전하 푸르지오', 'ARTIFACT'), (' ', 'O'), ('17일', 'DATE'), (' ', 'O'), ('청약', 'O')]"
38,2009.06.14. 오후 4:51,김포한강신도시 분양 열기 이어갈까,"[('김포한강신도시', 'LOCATION'), (' ', 'O'), ('분양', 'O'), (' ', 'O'), ('열기', 'O'), (' ', 'O'), ('이어갈까', 'O')]"
39,2009.06.14. 오후 4:51,글로벌인프라펀드 9월 출범,"[('글로벌인프라펀드', 'CIVILIZATION'), (' ', 'O'), ('9월', 'DATE'), (' ', 'O'), ('출범', 'O')]"
40,2009.06.14. 오후 4:51,판교 주공 단지내 상가 18일부터 40개 공급,"[('판교', 'LOCATION'), (' ', 'O'), ('주공', 'O'), (' ', 'O'), ('단지내', 'O'), (' ', 'O'), ('상가', 'O'), (' ', 'O'), ('18일부터', 'DATE'), (' ', 'O'), ('40개', 'QUANTITY'), (' ', 'O'), ('공급', 'O')]"
41,2009.06.14. 오후 4:51,신안건설 김포 감정 1074가구 공급,"[('신안건설', 'ORGANIZATION'), (' ', 'O'), ('김포', 'LOCATION'), (' ', 'O'), ('감정', 'O'), (' ', 'O'), ('1074가구', 'QUANTITY'), (' ', 'O'), ('공급', 'O')]"
42,2009.06.14. 오후 4:51,장기전세 인기 경기도까지 확산,"[('장기전세', 'O'), (' ', 'O'), ('인기', 'O'), (' ', 'O'), ('경기도', 'LOCATION'), ('까지', 'O'), (' ', 'O'), ('확산', 'O')]"
