,date,headline,keyword
0,2017.11.26. 오후 9:54,20층 위에 10층 10층 위에 5층,"[('20층', 'QUANTITY'), (' ', 'O'), ('위에', 'O'), (' ', 'O'), ('10층', 'QUANTITY'), (' ', 'O'), ('10층', 'QUANTITY'), (' ', 'O'), ('위에', 'O'), (' ', 'O'), ('5층', 'QUANTITY')]"
1,2017.11.26. 오후 9:50,파주·시흥·안양·부평…수도권 비규제 지역 연말 물량 쏟아져,"[('파주', 'CITY'), ('·', 'O'), ('시흥', 'LOCATION'), ('·', 'O'), ('안양', 'CITY'), ('·', 'O'), ('부평', 'LOCATION'), ('…', 'O'), ('수도권', 'LOCATION'), (' ', 'O'), ('비규제', 'O'), (' ', 'O'), ('지역', 'O'), (' ', 'O'), ('연말', 'DATE'), (' ', 'O'), ('물량', 'O'), (' ', 'O'), ('쏟아져', 'O')]"
2,2017.11.26. 오후 9:31,반포1단지 3주구 시공사 현대산업개발만 도전장… 유찰,"[('반포1단지', 'LOCATION'), (' ', 'O'), ('3주구', 'QUANTITY'), (' ', 'O'), ('시공사', 'O'), (' ', 'O'), ('현대산업개발', 'ORGANIZATION'), ('만', 'O'), (' ', 'O'), ('도전장…', 'O'), (' ', 'O'), ('유찰', 'O')]"
3,2017.11.26. 오후 9:29,성뒤마을 설계 당선작 확정… 지구계획 수립 착수,"[('성뒤마을', 'LOCATION'), (' ', 'O'), ('설계', 'O'), (' ', 'O'), ('당선작', 'O'), (' ', 'O'), ('확정…', 'O'), (' ', 'O'), ('지구계획', 'O'), (' ', 'O'), ('수립', 'O'), (' ', 'O'), ('착수', 'O')]"
4,2017.11.26. 오후 7:41,한남동 나인원 한남 역대 최고 분양가 될 듯,"[('한남동', 'LOCATION'), (' ', 'O'), ('나인원', 'ARTIFACT'), (' ', 'O'), ('한남', 'LOCATION'), (' ', 'O'), ('역대', 'O'), (' ', 'O'), ('최고', 'O'), (' ', 'O'), ('분양가', 'O'), (' ', 'O'), ('될', 'O'), (' ', 'O'), ('듯', 'O')]"
5,2017.11.26. 오후 7:34,금주의 분양일정 전국 30곳 견본주택 일제히 개관,"[('금주의', 'O'), (' ', 'O'), ('분양일정', 'O'), (' ', 'O'), ('전국', 'O'), (' ', 'O'), ('30곳', 'QUANTITY'), (' ', 'O'), ('견본주택', 'O'), (' ', 'O'), ('일제히', 'O'), (' ', 'O'), ('개관', 'O')]"
6,2017.11.26. 오후 7:32,아파트수익률 서울 아파트값 다시 상승세… 이번주 주거복지로드맵 주목,"[('아파트수익률', 'O'), (' ', 'O'), ('서울', 'CITY'), (' ', 'O'), ('아파트값', 'O'), (' ', 'O'), ('다시', 'O'), (' ', 'O'), ('상승세…', 'O'), (' ', 'O'), ('이번주', 'DATE'), (' ', 'O'), ('주거복지로드맵', 'O'), (' ', 'O'), ('주목', 'O')]"
7,2017.11.26. 오후 7:00,2층·500㎡ 이상땐 건물 내진능력 공개해야.. 윤관석의원 건축법개정 발의,"[('2층', 'QUANTITY'), ('·', 'O'), ('500㎡ 이상', 'QUANTITY'), ('땐', 'O'), (' ', 'O'), ('건물', 'O'), (' ', 'O'), ('내진능력', 'O'), (' ', 'O'), ('공개해야..', 'O'), (' ', 'O'), ('윤관석', 'PERSON'), ('의원', 'OCCUPATION'), (' ', 'O'), ('건축법', 'CIVILIZATION'), ('개정', 'O'), (' ', 'O'), ('발의', 'O')]"
8,2017.11.26. 오후 7:00,건설사 해외수주 반짝 반등… 옛 영광 되찾나,"[('건설사', 'O'), (' ', 'O'), ('해외수주', 'O'), (' ', 'O'), ('반짝', 'O'), (' ', 'O'), ('반등…', 'O'), (' ', 'O'), ('옛', 'O'), (' ', 'O'), ('영광', 'O'), (' ', 'O'), ('되찾나', 'O')]"
9,2017.11.26. 오후 7:00,LH 하남서 건설품질명장제 시범 적용,"[('LH 하남서', 'ORGANIZATION'), (' ', 'O'), ('건설품질명장제', 'CIVILIZATION'), (' ', 'O'), ('시범', 'O'), (' ', 'O'), ('적용', 'O')]"
