,date,headline,keyword
0,2020.12.06. 오후 11:21,서울 강남 집값 다시 강세…전세품귀에 외곽 매수세,"[('서울', 'CITY'), (' ', 'O'), ('강남', 'LOCATION'), (' ', 'O'), ('집값', 'O'), (' ', 'O'), ('다시', 'O'), (' ', 'O'), ('강세…전세품귀에', 'O'), (' ', 'O'), ('외곽', 'O'), (' ', 'O'), ('매수세', 'O')]"
1,2020.12.06. 오후 9:43,저금리·쏟아진 규제책…불안 심리에 앞다퉈 ‘빚내서 투자’ ‘영끌’,"[('저금리·쏟아진', 'O'), (' ', 'O'), ('규제책…불안', 'O'), (' ', 'O'), ('심리에', 'O'), (' ', 'O'), ('앞다퉈', 'O'), (' ', 'O'), ('‘빚내서', 'O'), (' ', 'O'), ('투자’', 'O'), (' ', 'O'), ('‘영끌’', 'O')]"
2,2020.12.06. 오후 9:43,롯데건설 ‘오산 롯데캐슬 스카이파크’ 2339가구 분양,"[('롯데건설', 'ORGANIZATION'), (' ', 'O'), ('‘', 'O'), ('오산 롯데캐슬 스카이파크', 'ARTIFACT'), ('’', 'O'), (' ', 'O'), ('2339가구', 'QUANTITY'), (' ', 'O'), ('분양', 'O')]"
3,2020.12.06. 오후 9:43,GS건설 ‘송도자이 크리스탈오션’ 1503가구 분양,"[('GS건설', 'ORGANIZATION'), (' ', 'O'), ('‘', 'O'), ('송도자이 크리스탈오션', 'ARTIFACT'), ('’', 'O'), (' ', 'O'), ('1503가구', 'QUANTITY'), (' ', 'O'), ('분양', 'O')]"
4,2020.12.06. 오후 9:43,현대엔지니어링 ‘힐스테이트 도봉역 웰가’ 355가구 분양,"[('현대엔지니어링', 'ORGANIZATION'), (' ', 'O'), ('‘', 'O'), ('힐스테이트 도봉역 웰가', 'ARTIFACT'), ('’', 'O'), (' ', 'O'), ('355가구', 'QUANTITY'), (' ', 'O'), ('분양', 'O')]"
5,2020.12.06. 오후 9:16,서세원·K부동산·벼락거지… 씁쓸한 부동산 신조어,"[('서세원', 'PERSON'), ('·K부동산·벼락거지…', 'O'), (' ', 'O'), ('씁쓸한', 'O'), (' ', 'O'), ('부동산', 'O'), (' ', 'O'), ('신조어', 'O')]"
6,2020.12.06. 오후 8:56,‘공공자가 주택’이 뭐지…변창흠식 부동산 해법에 쏠리는 관심,"[('‘', 'O'), ('공공자', 'CIVILIZATION'), ('가', 'O'), (' ', 'O'), ('주택’이', 'O'), (' ', 'O'), ('뭐지…', 'O'), ('변창흠', 'PERSON'), ('식', 'O'), (' ', 'O'), ('부동산', 'O'), (' ', 'O'), ('해법에', 'O'), (' ', 'O'), ('쏠리는', 'O'), (' ', 'O'), ('관심', 'O')]"
7,2020.12.06. 오후 8:51,조은산 변창흠 대통령 꼭두각시 불과…집값·전셋값 당연히 못잡아,"[('조은산', 'PERSON'), (' ', 'O'), ('변창흠', 'PERSON'), (' ', 'O'), ('대통령', 'CIVILIZATION'), (' ', 'O'), ('꼭두각시', 'O'), (' ', 'O'), ('불과…집값·전셋값', 'O'), (' ', 'O'), ('당연히', 'O'), (' ', 'O'), ('못잡아', 'O')]"
8,2020.12.06. 오후 7:42,변창흠표 ‘토지임대부·환매조건부 주택’ 본격 도입되나,"[('변창흠', 'PERSON'), ('표', 'O'), (' ', 'O'), ('‘토지임대부·환매조건부', 'O'), (' ', 'O'), ('주택’', 'O'), (' ', 'O'), ('본격', 'O'), (' ', 'O'), ('도입되나', 'O')]"
9,2020.12.06. 오후 6:55,벌써부터 자격 논란 … 김현미 그림자 혹평도,"[('벌써부터', 'O'), (' ', 'O'), ('자격', 'O'), (' ', 'O'), ('논란', 'O'), (' ', 'O'), ('…', 'O'), (' ', 'O'), ('김현미', 'PERSON'), (' ', 'O'), ('그림자', 'O'), (' ', 'O'), ('혹평도', 'O')]"
