,date,headline,keyword
0,2013.06.30. 오후 10:35,시한 끝난 취득세 감면… 정부 “7∼8월 주택거래 보고 연장 결정”,"[('시한', 'O'), (' ', 'O'), ('끝난', 'O'), (' ', 'O'), ('취득세', 'CIVILIZATION'), (' ', 'O'), ('감면…', 'O'), (' ', 'O'), ('정부', 'ORGANIZATION'), (' ', 'O'), ('“', 'O'), ('7∼8월', 'DATE'), (' ', 'O'), ('주택거래', 'O'), (' ', 'O'), ('보고', 'O'), (' ', 'O'), ('연장', 'O'), (' ', 'O'), ('결정”', 'O')]"
1,2013.06.30. 오후 10:35,6월 수도권 집값 다시 하락… “하반기에도 약보합 예상”,"[('6월', 'DATE'), (' ', 'O'), ('수도권', 'LOCATION'), (' ', 'O'), ('집값', 'O'), (' ', 'O'), ('다시', 'O'), (' ', 'O'), ('하락…', 'O'), (' ', 'O'), ('“', 'O'), ('하반기', 'DATE'), ('에도', 'O'), (' ', 'O'), ('약보합', 'O'), (' ', 'O'), ('예상”', 'O')]"
2,2013.06.30. 오후 10:16,하우스푸어 “더 이상 못 버텨… 제발 내 집 사주오”,"[('하우스푸어', 'CIVILIZATION'), (' ', 'O'), ('“더', 'O'), (' ', 'O'), ('이상', 'O'), (' ', 'O'), ('못', 'O'), (' ', 'O'), ('버텨…', 'O'), (' ', 'O'), ('제발', 'O'), (' ', 'O'), ('내', 'O'), (' ', 'O'), ('집', 'O'), (' ', 'O'), ('사주오”', 'O')]"
3,2013.06.30. 오후 9:46,DMC가재울4구역 견본주택 2만명 방문,"[('DMC', 'LOCATION'), ('가', 'O'), ('재울', 'LOCATION'), ('4구역', 'QUANTITY'), (' ', 'O'), ('견본주택', 'O'), (' ', 'O'), ('2만명', 'QUANTITY'), (' ', 'O'), ('방문', 'O')]"
4,2013.06.30. 오후 9:44,서울 지역 빌딩 공실률 역대 최대,"[('서울', 'CITY'), (' ', 'O'), ('지역', 'O'), (' ', 'O'), ('빌딩', 'O'), (' ', 'O'), ('공실률', 'O'), (' ', 'O'), ('역대', 'O'), (' ', 'O'), ('최대', 'O')]"
5,2013.06.30. 오후 8:12,전세 시황 서울·수도권 상승폭 확대… 일산·평촌은 보합,"[('전세', 'O'), (' ', 'O'), ('시황', 'O'), (' ', 'O'), ('서울', 'CITY'), ('·', 'O'), ('수도권', 'LOCATION'), (' ', 'O'), ('상승폭', 'O'), (' ', 'O'), ('확대…', 'O'), (' ', 'O'), ('일산', 'LOCATION'), ('·', 'O'), ('평촌', 'LOCATION'), ('은', 'O'), (' ', 'O'), ('보합', 'O')]"
6,2013.06.30. 오후 8:12,매매 시황 취득세 감면 시한 종료… 매수 문의조차 줄어,"[('매매', 'O'), (' ', 'O'), ('시황', 'O'), (' ', 'O'), ('취득세', 'CIVILIZATION'), (' ', 'O'), ('감면', 'O'), (' ', 'O'), ('시한', 'O'), (' ', 'O'), ('종료…', 'O'), (' ', 'O'), ('매수', 'O'), (' ', 'O'), ('문의조차', 'O'), (' ', 'O'), ('줄어', 'O')]"
7,2013.06.30. 오후 8:02,하우스푸어 주택매입 경쟁률 2.2대 1,"[('하우스푸어', 'O'), (' ', 'O'), ('주택매입', 'O'), (' ', 'O'), ('경쟁률', 'O'), (' ', 'O'), ('2.2대 1', 'QUANTITY')]"
8,2013.06.30. 오후 6:42,부진의 늪에 빠진 건설···내년 최악의 위기 온다,"[('부진의', 'O'), (' ', 'O'), ('늪에', 'O'), (' ', 'O'), ('빠진', 'O'), (' ', 'O'), ('건설···', 'O'), ('내년', 'DATE'), (' ', 'O'), ('최악의', 'O'), (' ', 'O'), ('위기', 'O'), (' ', 'O'), ('온다', 'O')]"
9,2013.06.30. 오후 5:43,DMC 가재울 마곡 엠코 등 7000여가구 청약,"[('DMC', 'LOCATION'), (' ', 'O'), ('가재울', 'LOCATION'), (' ', 'O'), ('마곡', 'LOCATION'), (' ', 'O'), ('엠코', 'ARTIFACT'), (' ', 'O'), ('등', 'O'), (' ', 'O'), ('7000여가구', 'QUANTITY'), (' ', 'O'), ('청약', 'O')]"
