,date,headline,keyword
0,2011.10.02. 오후 11:40,분양가 보다 싼 ‘적자 아파트’ 매물 쏟아진다,"[('분양가', 'O'), (' ', 'O'), ('보다', 'O'), (' ', 'O'), ('싼', 'O'), (' ', 'O'), ('‘적자', 'O'), (' ', 'O'), ('아파트’', 'O'), (' ', 'O'), ('매물', 'O'), (' ', 'O'), ('쏟아진다', 'O')]"
1,2011.10.02. 오후 6:31,2017년 세계 건축가 올림픽 서울서 열린다,"[('2017년', 'DATE'), (' ', 'O'), ('세계 건축가 올림픽', 'EVENT'), (' ', 'O'), ('서울', 'CITY'), ('서', 'O'), (' ', 'O'), ('열린다', 'O')]"
2,2011.10.02. 오후 6:31,수도권 도로확장 주변 단지 분양 노려볼까,"[('수도권', 'LOCATION'), (' ', 'O'), ('도로확장', 'O'), (' ', 'O'), ('주변', 'O'), (' ', 'O'), ('단지', 'O'), (' ', 'O'), ('분양', 'O'), (' ', 'O'), ('노려볼까', 'O')]"
3,2011.10.02. 오후 6:31,강남권 아파트 임대수익 상가보다 많아,"[('강남권', 'LOCATION'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('임대수익', 'O'), (' ', 'O'), ('상가보다', 'O'), (' ', 'O'), ('많아', 'O')]"
4,2011.10.02. 오후 6:31,69 72 76㎡…틈새평형 늘어난다,"[('69 72 76㎡', 'QUANTITY'), ('…틈새평형', 'O'), (' ', 'O'), ('늘어난다', 'O')]"
5,2011.10.02. 오후 6:00,가을 분양시장 특화형 설계로 공략 나선다,"[('가을', 'DATE'), (' ', 'O'), ('분양시장', 'O'), (' ', 'O'), ('특화형', 'O'), (' ', 'O'), ('설계로', 'O'), (' ', 'O'), ('공략', 'O'), (' ', 'O'), ('나선다', 'O')]"
6,2011.10.02. 오후 5:28,지역현장리포트 보상 줄다리기 서울 서부이촌동,"[('지역현장리포트', 'O'), (' ', 'O'), ('보상', 'O'), (' ', 'O'), ('줄다리기', 'O'), (' ', 'O'), ('서울', 'CITY'), (' ', 'O'), ('서부', 'LOCATION'), ('이촌동', 'LOCATION')]"
7,2011.10.02. 오후 5:28,강남·용산은 소형 아파트 강북은 상가 임대수익 높아,"[('강남', 'LOCATION'), ('·', 'O'), ('용산', 'LOCATION'), ('은', 'O'), (' ', 'O'), ('소형', 'O'), (' ', 'O'), ('아파트', 'O'), (' ', 'O'), ('강북', 'LOCATION'), ('은', 'O'), (' ', 'O'), ('상가', 'O'), (' ', 'O'), ('임대수익', 'O'), (' ', 'O'), ('높아', 'O')]"
8,2011.10.02. 오후 5:28,지역현장리포트 민간 건설사 분양 앞둔 세종시,"[('지역현장리포트', 'O'), (' ', 'O'), ('민간', 'O'), (' ', 'O'), ('건설사', 'O'), (' ', 'O'), ('분양', 'O'), (' ', 'O'), ('앞둔', 'O'), (' ', 'O'), ('세종시', 'CITY')]"
9,2011.10.02. 오후 5:27,감성 자극하는 건축설계 눈길 끄네,"[('감성', 'O'), (' ', 'O'), ('자극하는', 'O'), (' ', 'O'), ('건축설계', 'O'), (' ', 'O'), ('눈길', 'O'), (' ', 'O'), ('끄네', 'O')]"
